"node_id","modificado_top","modificado_final","oficial_jerarquico_top","oficial_jerarquico_final","oficial_two_level_top","oficial_two_level_final"
992,3,38,2,33,123,123
993,7,45,3,113,144,144
994,1,18,1,2,18,18
995,3,104,2,44,99,99
996,3,44,2,62,43,43
997,3,90,1,7,51,51
998,3,114,2,48,107,107
999,13,79,5,154,75,75
1000,3,71,1,6,57,57
1001,3,103,2,67,97,97
1002,3,44,2,62,43,43
1003,3,174,2,54,37,37
1004,2,2,4,129,2,2
1005,3,175,2,92,145,145
1006,8,24,11,227,24,24
1007,3,47,2,51,46,46
1008,3,176,2,42,69,69
1009,3,69,2,50,104,104
1010,3,11,1,1,11,11
1011,3,104,2,44,99,99
1012,7,121,3,102,111,111
1013,3,60,2,39,48,48
1014,7,121,3,102,111,111
1015,7,58,3,110,58,58
1016,3,173,2,74,46,46
1017,1,1,1,3,1,1
1018,15,109,12,232,102,102
1019,9,148,9,199,128,128
1020,3,174,2,54,37,37
1021,13,113,3,124,146,146
1022,3,104,2,44,99,99
1023,3,71,1,6,57,57
1024,3,76,2,72,72,72
1025,3,104,2,44,99,99
1026,3,104,2,44,99,99
1027,3,177,2,58,84,84
1028,3,44,2,62,43,43
1029,11,157,6,164,133,133
1030,9,150,9,195,42,42
1031,8,163,2,80,120,120
1032,7,121,3,102,111,111
1033,3,12,2,56,12,12
1034,3,155,2,59,131,131
1035,3,47,2,32,46,46
1036,3,13,2,34,13,13
1037,3,173,2,74,46,46
1038,7,77,3,100,73,73
1039,1,168,2,52,140,140
1040,7,77,3,100,73,73
1041,3,4,2,38,4,4
1042,3,126,2,50,115,115
1043,3,11,1,1,11,11
1044,3,47,2,32,46,46
1045,11,59,6,159,59,59
1046,3,93,1,1,88,88
1047,3,80,2,32,76,76
1048,3,11,1,1,11,11
1049,3,71,1,6,57,57
1050,3,103,2,67,97,97
1051,3,102,2,51,96,96
1052,6,124,10,207,113,113
1053,10,28,8,185,28,28
1054,3,88,2,33,84,84
1055,3,104,2,44,99,99
1056,3,11,1,1,11,11
1057,10,123,8,188,112,112
1058,11,59,6,159,59,59
1059,3,103,1,11,97,97
1060,2,2,4,128,2,2
1061,3,80,2,32,76,76
1062,3,175,2,92,145,145
1063,12,50,5,145,49,49
1064,1,168,2,52,140,140
1065,3,80,2,32,76,76
1066,13,113,3,124,146,146
1067,3,114,2,48,107,107
1068,3,114,2,48,107,107
1069,9,159,9,198,135,135
1070,10,123,8,188,112,112
1071,3,94,2,78,89,89
1072,11,59,6,159,59,59
1073,11,59,6,159,59,59
1074,11,34,6,160,33,33
1075,2,2,4,129,2,2
1076,2,10,4,130,10,10
1077,3,38,2,33,123,123
1078,7,121,3,102,111,111
1079,3,60,2,39,107,107
1080,3,47,2,32,46,46
1081,3,114,2,48,107,107
1082,3,13,2,34,13,13
1083,2,2,4,128,2,2
1084,9,147,9,202,127,127
1085,3,73,5,146,79,79
1086,6,124,10,216,113,113
1087,3,104,2,44,99,99
1088,2,2,4,128,2,2
1089,3,80,2,47,67,67
1090,3,47,2,32,46,46
1091,11,144,6,162,125,125
1092,3,119,2,41,53,53
1093,3,178,2,71,147,147
1094,3,152,2,75,107,107
1095,3,4,2,38,4,4
1096,5,96,7,174,7,7
1097,11,59,6,159,59,59
1098,6,154,10,213,130,130
1099,3,60,2,39,48,48
1100,3,21,2,36,21,21
1101,9,43,9,203,42,42
1102,6,154,10,213,130,130
1103,3,179,2,63,8,8
1104,6,112,10,210,34,34
1105,7,52,3,111,52,52
1106,3,143,2,60,124,124
1107,3,114,2,48,107,107
1108,3,73,5,146,79,79
1109,3,38,2,61,123,123
1110,3,80,2,47,67,67
1111,1,1,1,3,1,1
1112,13,180,3,126,148,148
1113,3,178,2,71,147,147
1114,3,60,2,39,48,48
1115,3,11,1,5,11,11
1116,10,123,9,197,112,112
1117,3,8,2,63,8,8
1118,7,121,3,102,111,111
1119,3,143,2,60,124,124
1120,2,2,4,128,2,2
1121,3,13,2,34,13,13
1122,3,4,2,38,4,4
1123,3,48,2,35,47,47
1124,2,2,4,129,2,2
1125,10,28,8,186,28,28
1126,15,134,12,231,119,119
1127,11,59,6,159,59,59
1128,2,2,4,128,2,2
1129,2,2,4,128,2,2
1130,8,163,2,80,120,120
1131,3,11,1,1,11,11
1132,2,2,4,128,2,2
1133,3,71,1,6,46,46
1134,3,4,2,38,4,4
1135,3,60,2,39,48,48
1136,3,143,2,60,124,124
1137,3,71,1,6,57,57
1138,3,174,2,54,37,37
1139,3,44,2,62,43,43
1140,3,181,2,74,46,46
1141,1,168,2,52,140,140
1142,11,59,6,159,59,59
1143,3,48,2,35,47,47
1144,1,110,1,18,103,103
1145,3,60,2,39,48,48
1146,3,182,2,68,149,149
1147,3,126,2,55,134,134
1148,5,16,7,181,16,16
1149,3,80,2,32,76,76
1150,3,13,2,34,13,13
1151,3,119,2,41,53,53
1152,8,24,11,228,24,24
1153,3,12,2,56,12,12
1154,3,21,2,36,21,21
1155,3,53,2,46,53,53
1156,3,20,2,43,20,20
1157,3,53,2,32,98,98
1158,9,43,9,194,42,42
1159,7,77,2,39,48,48
1160,3,72,2,42,69,69
1161,12,50,5,145,49,49
1162,5,16,7,181,16,16
1163,11,146,6,167,126,126
1164,1,168,2,52,140,140
1165,3,103,1,11,97,97
1166,3,11,1,1,11,11
1167,11,34,6,160,33,33
1168,15,128,12,233,102,102
1169,3,70,2,40,68,68
1170,3,104,2,44,99,99
1171,1,1,1,3,1,1
1172,3,71,1,6,57,57
1173,3,71,1,6,57,57
1174,13,183,3,108,146,146
1175,3,104,2,44,99,99
1176,2,2,4,128,2,2
1177,1,168,2,52,140,140
1178,10,123,9,197,112,112
1179,3,21,2,36,21,21
1180,3,83,2,53,107,107
1181,3,71,1,6,57,57
1182,3,11,1,1,11,11
1183,3,21,2,36,21,21
1184,3,75,1,19,71,71
1185,3,5,5,144,5,5
1186,3,143,2,60,124,124
1187,3,70,2,40,68,68
1188,12,50,5,145,49,49
1189,3,143,2,60,124,124
1190,11,59,6,159,59,59
1191,3,21,2,36,21,21
1192,3,103,1,11,97,97
1193,3,11,1,1,11,11
1194,3,184,2,49,50,50
1195,2,2,4,128,2,2
1196,11,34,6,160,33,33
1197,3,4,2,38,4,4
1198,3,53,2,46,4,4
1199,3,42,2,77,41,41
1200,3,143,2,60,124,124
1201,3,47,2,51,46,46
1202,9,150,9,195,42,42
1203,3,11,1,1,11,11
1204,3,60,2,39,48,48
1205,7,58,3,110,58,58
1206,12,50,5,145,49,49
1207,3,103,1,11,97,97
1208,3,44,2,62,43,43
1209,3,46,2,64,45,45
1210,3,11,1,1,11,11
1211,10,28,8,185,28,28
1212,3,143,2,60,124,124
1213,7,39,1,7,51,51
1214,2,185,4,142,150,150
1215,14,140,4,137,61,61
1216,3,186,1,17,151,151
1217,3,94,2,78,89,89
1218,3,3,2,49,50,50
1219,3,38,2,59,131,131
1220,3,155,2,59,131,131
1221,3,11,1,5,11,11
1222,3,119,2,49,50,50
1223,2,2,4,128,2,2
1224,1,1,1,3,1,1
1225,11,59,6,159,59,59
1226,3,182,2,68,149,149
1227,3,4,2,38,4,4
1228,2,2,4,129,2,2
1229,3,11,1,1,11,11
1230,3,13,2,34,13,13
1231,3,93,2,45,88,88
1232,3,85,2,54,37,37
1233,3,80,2,32,76,76
1234,3,89,1,4,85,85
1235,3,177,2,58,92,92
1236,15,134,12,230,119,119
1237,7,121,3,102,111,111
1238,3,153,2,70,129,129
1239,11,156,6,165,132,132
1240,3,187,2,73,152,152
1241,12,50,5,145,49,49
1242,3,69,2,50,104,104
1243,3,119,2,41,53,53
1244,3,88,2,33,84,84
1245,3,93,2,45,88,88
1246,3,126,2,50,115,115
1247,1,18,1,2,18,18
1248,3,70,2,40,68,68
1249,3,126,2,55,115,115
1250,3,3,2,49,50,50
1251,8,24,11,226,24,24
1252,3,38,2,61,123,123
1253,3,41,1,8,40,40
1254,3,184,5,145,49,49
1255,3,153,2,70,129,129
1256,3,49,2,39,48,48
1257,3,153,2,70,129,129
1258,3,179,2,63,8,8
1259,3,4,2,38,4,4
1260,6,106,10,212,101,101
1261,7,63,3,105,62,62
1262,3,11,1,12,11,11
1263,5,188,7,182,153,153
1264,3,107,2,47,67,67
1265,3,89,1,4,85,85
1266,2,2,4,128,2,2
1267,10,123,8,188,112,112
1268,1,18,1,2,18,18
1269,3,179,2,63,8,8
1270,3,47,2,53,46,46
1271,3,70,2,40,68,68
1272,3,71,1,6,57,57
1273,1,87,1,14,83,83
1274,7,58,9,193,58,58
1275,3,155,2,59,131,131
1276,3,93,2,45,88,88
1277,13,61,5,149,60,60
1278,3,179,2,63,8,8
1279,2,78,4,132,74,74
1280,3,138,2,83,106,106
1281,3,184,1,12,50,50
1282,3,155,2,59,131,131
1283,3,89,1,4,85,85
1284,3,3,2,37,3,3
1285,3,11,1,1,11,11
1286,3,88,2,33,84,84
1287,3,69,2,50,104,104
1288,3,80,2,32,76,76
1289,13,113,3,124,146,146
1290,3,42,2,77,41,41
1291,3,60,2,39,48,48
1292,3,119,2,49,50,50
1293,11,59,6,159,59,59
1294,3,133,2,58,123,123
1295,3,60,2,39,48,48
1296,2,10,4,130,10,10
1297,3,186,1,17,151,151
1298,3,20,2,43,20,20
1299,3,60,2,39,48,48
1300,3,38,2,61,123,123
1301,3,11,1,12,11,11
1302,7,136,3,121,121,121
1303,3,48,2,35,47,47
1304,11,156,6,165,132,132
1305,10,28,8,186,28,28
1306,3,69,2,50,104,104
1307,3,80,2,47,67,67
1308,1,168,2,52,140,140
1309,3,80,2,32,76,76
1310,13,79,5,154,75,75
1311,11,59,6,166,59,59
1312,3,178,2,71,147,147
1313,3,88,2,33,84,84
1314,7,121,3,102,111,111
1315,3,176,2,42,69,69
1316,11,59,6,159,59,59
1317,3,143,2,60,124,124
1318,9,167,9,200,139,139
1319,3,42,2,77,41,41
1320,7,77,3,106,52,52
1321,11,59,6,159,59,59
1322,1,18,1,2,18,18
1323,3,89,1,4,85,85
1324,3,41,1,8,40,40
1325,3,20,2,43,20,20
1326,3,11,1,12,11,11
1327,7,63,3,105,62,62
1328,3,178,2,71,147,147
1329,3,119,2,41,53,53
1330,3,73,5,146,79,79
1331,3,21,2,46,21,21
1332,9,167,9,200,139,139
1333,9,43,9,191,42,42
1334,3,103,2,67,97,97
1335,3,153,2,70,129,129
1336,3,155,2,59,131,131
1337,3,4,2,38,4,4
1338,3,182,2,68,149,149
1339,8,105,11,222,100,100
1340,3,80,2,47,67,67
1341,2,2,4,128,2,2
1342,3,4,2,38,4,4
1343,3,179,2,63,8,8
1344,3,11,1,5,11,11
1345,11,139,6,161,122,122
1346,3,88,2,33,84,84
1347,8,142,11,224,70,70
1348,7,63,3,105,62,62
1349,3,107,2,47,67,67
1350,3,38,2,50,131,131
1351,3,88,2,33,84,84
1352,7,120,3,106,52,52
1353,9,159,9,198,135,135
1354,3,4,2,38,4,4
1355,1,168,2,52,140,140
1356,3,69,2,50,104,104
1357,2,78,4,132,74,74
1358,3,178,2,71,147,147
1359,3,46,2,64,45,45
1360,3,80,2,32,76,76
1361,3,72,2,42,69,69
1362,10,33,8,187,32,32
1363,3,88,2,33,84,84
1364,3,182,2,68,149,149
1365,3,60,2,39,48,48
1366,5,189,5,155,79,79
1367,3,153,2,70,129,129
1368,9,43,9,191,42,42
1369,3,93,2,45,88,88
1370,3,73,5,146,79,79
1371,14,140,4,137,61,61
1372,15,109,12,229,102,102
1373,9,26,9,192,26,26
1374,3,89,1,4,85,85
1375,3,184,1,12,50,50
1376,1,37,1,9,36,36
1377,3,11,1,5,11,11
1378,3,114,2,48,107,107
1379,3,76,2,72,72,72
1380,3,60,2,39,48,48
1381,3,178,2,71,147,147
1382,5,190,7,177,7,7
1383,5,188,7,182,153,153
1384,3,69,2,50,104,104
1385,3,104,2,44,99,99
1386,3,138,9,196,106,106
1387,3,19,2,69,19,19
1388,3,47,2,32,46,46
1389,3,177,2,58,92,92
1390,3,182,2,68,149,149
1391,3,191,2,79,154,154
1392,3,88,2,33,84,84
1393,9,147,9,202,127,127
1394,2,78,4,132,74,74
1395,11,34,6,160,33,33
1396,3,102,2,57,96,96
1397,3,13,2,34,13,13
1398,3,88,2,33,84,84
1399,3,4,2,38,4,4
1400,2,2,4,129,2,2
1401,9,167,9,200,139,139
1402,12,50,5,145,49,49
1403,3,126,2,55,115,115
1404,3,12,2,56,12,12
1405,3,21,2,36,21,21
1406,3,181,2,74,46,46
1407,6,124,2,41,113,113
1408,3,187,2,73,152,152
1409,3,38,2,59,131,131
1410,3,119,2,66,56,56
1411,3,12,2,56,12,12
1412,3,126,2,55,115,115
1413,3,80,2,32,76,76
1414,3,177,2,58,92,92
1415,3,187,2,73,51,51
1416,3,48,2,35,47,47
1417,3,71,1,16,57,57
1418,1,192,1,24,155,155
1419,3,56,2,57,56,56
1420,3,12,2,56,12,12
1421,3,44,2,62,43,43
1422,3,4,2,38,4,4
1423,3,70,2,40,68,68
1424,3,72,2,42,69,69
1425,3,48,2,35,47,47
1426,3,179,2,61,123,123
1427,3,191,2,79,154,154
1428,3,72,5,148,5,5
1429,3,88,2,33,84,84
1430,3,193,2,76,156,156
1431,3,83,2,53,80,80
1432,3,38,2,59,131,131
1433,3,97,2,41,92,92
1434,3,93,2,45,88,88
1435,3,88,2,33,84,84
1436,3,41,1,8,40,40
1437,3,119,2,66,56,56
1438,3,153,2,70,129,129
1439,3,38,2,54,37,37
1440,3,19,2,69,19,19
1441,3,38,2,61,123,123
1442,3,114,2,48,107,107
1443,3,47,2,32,46,46
1444,3,133,2,85,136,136
1445,3,88,2,33,84,84
1446,3,178,2,71,129,129
1447,3,193,2,76,156,156
1448,3,83,2,53,80,80
1449,3,80,2,32,76,76
1450,3,107,2,47,67,67
1451,3,102,2,35,96,96
1452,3,126,2,55,115,115
1453,3,178,2,71,129,129
1454,3,102,2,57,96,96
1455,1,168,2,52,140,140
1456,3,38,2,61,123,123
1457,3,93,2,45,88,88
1458,3,80,2,32,76,76
1459,3,102,2,35,96,96
1460,3,93,2,45,88,88
1461,3,83,2,53,80,80
1462,3,175,2,92,145,145
1463,3,41,1,8,40,40
1464,3,69,2,50,104,104
1465,3,93,2,45,88,88
1466,3,152,2,75,129,129
1467,3,104,2,44,99,99
1468,3,119,2,66,56,56
1469,3,114,2,48,107,107
1470,3,3,2,49,50,50
1471,3,177,5,147,39,39
1472,7,17,3,99,17,17
1473,3,85,2,54,37,37
1474,3,194,2,84,157,157
1475,3,70,2,40,68,68
1476,3,182,2,68,149,149
1477,3,169,1,20,141,141
1478,3,182,2,68,149,149
1479,3,11,1,1,11,11
1480,3,152,2,75,129,129
1481,3,80,2,32,76,76
1482,3,80,2,32,76,76
1483,3,47,2,32,46,46
1484,3,182,2,68,149,149
1485,3,44,2,62,43,43
1486,3,88,2,33,84,84
1487,3,47,2,32,46,46
1488,3,13,2,34,13,13
1489,1,168,2,52,140,140
1490,1,1,1,3,1,1
1491,3,102,2,57,96,96
1492,3,80,2,32,76,76
1493,3,71,1,6,57,57
1494,3,133,2,85,136,136
1495,3,107,2,47,67,67
1496,3,70,2,40,68,68
1497,3,85,2,54,37,37
1498,3,119,2,66,56,56
1499,3,126,2,50,115,115
1500,3,133,2,85,136,136
1501,3,177,2,58,92,92
1502,3,44,2,62,43,43
1503,3,107,2,47,67,67
1504,3,191,2,79,154,154
1505,3,88,2,33,84,84
1506,3,11,1,1,11,11
1507,3,38,2,59,131,131
1508,3,133,2,85,136,136
1509,3,194,2,84,157,157
1510,3,72,2,42,69,69
1511,3,71,1,16,57,57
1512,3,80,2,32,76,76
1513,3,119,2,66,56,56
1514,3,143,2,60,124,124
1515,3,119,2,66,56,56
1516,3,82,2,65,78,78
1517,3,83,2,53,80,80
1518,3,179,2,63,8,8
1519,3,93,2,45,88,88
1520,3,193,2,76,156,156
1521,3,182,2,68,149,149
1522,3,53,2,32,98,98
1523,3,194,2,84,157,157
1524,3,194,2,84,157,157
1525,3,19,2,69,19,19
1526,3,88,2,33,84,84
1527,3,102,2,35,96,96
1528,3,181,2,74,46,46
1529,3,194,2,84,157,157
1530,3,47,2,32,46,46
1531,3,102,2,41,92,92
1532,3,38,2,61,123,123
1533,3,53,2,46,53,53
1534,3,48,2,35,47,47
1535,3,85,2,54,37,37
1536,3,4,2,38,4,4
1537,3,102,2,35,96,96
1538,3,193,2,76,156,156
1539,3,53,2,46,21,21
1540,3,48,2,35,47,47
1541,3,11,1,1,11,11
1542,3,11,1,1,11,11
1543,3,11,1,1,11,11
1544,3,177,2,58,92,92
1545,3,119,2,66,56,56
1546,3,80,2,47,67,67
1547,3,88,2,33,84,84
1548,3,187,2,73,152,152
1549,1,192,1,24,155,155
1550,3,195,2,94,76,76
1551,3,40,5,147,39,39
1552,3,119,2,41,53,53
1553,3,93,2,45,88,88
1554,3,47,2,32,46,46
1555,3,80,2,32,76,76
1556,3,3,2,37,3,3
1557,3,177,2,58,92,92
1558,3,3,2,49,50,50
1559,3,102,2,57,96,96
1560,3,187,2,73,152,152
1561,3,19,2,69,19,19
1562,3,41,1,8,40,40
1563,3,88,2,33,84,84
1564,3,80,2,47,67,67
1565,3,177,2,58,92,92
1566,3,169,1,20,141,141
1567,3,133,2,85,136,136
1568,3,107,2,41,92,92
1569,3,53,2,46,53,53
1570,3,187,2,73,152,152
1571,3,114,2,48,107,107
1572,3,80,2,32,76,76
1573,3,11,1,1,11,11
1574,3,8,2,63,8,8
1575,3,193,2,76,156,156
1576,3,44,2,62,43,43
1577,3,103,2,67,97,97
1578,3,107,2,48,67,67
1579,3,66,5,156,64,64
1580,3,44,2,62,43,43
1581,3,182,2,68,149,149
1582,3,44,2,62,43,43
1583,3,13,2,34,13,13
1584,3,71,1,6,57,57
1585,3,38,2,61,123,123
1586,3,46,2,64,45,45
1587,3,194,2,84,157,157
1588,3,38,2,59,131,131
1589,3,104,2,44,99,99
1590,3,191,2,79,154,154
1591,3,53,2,32,98,98
1592,3,152,2,75,107,107
1593,3,191,2,79,154,154
1594,3,107,2,47,67,67
1595,3,20,2,43,20,20
1596,3,40,5,147,39,39
1597,3,40,5,147,39,39
1598,3,47,2,32,46,46
1599,3,19,2,69,19,19
1600,3,38,2,61,123,123
1601,3,48,2,35,47,47
1602,3,72,2,42,69,69
1603,7,125,3,107,114,114
1604,3,29,2,86,29,29
1605,10,33,8,187,32,32
1606,7,52,3,111,52,52
1607,5,129,7,176,106,106
1608,2,31,4,133,23,23
1609,10,33,2,49,50,50
1610,7,17,3,99,17,17
1611,2,65,4,135,10,10
1612,11,59,6,159,59,59
1613,7,117,3,118,117,117
1614,7,196,3,113,144,144
1615,3,47,2,51,46,46
1616,7,197,3,114,73,73
1617,3,195,2,94,76,76
1618,7,120,3,106,52,52
1619,7,77,3,107,73,73
1620,7,84,3,108,81,81
1621,3,47,2,51,46,46
1622,7,136,3,121,121,121
1623,7,17,3,99,17,17
1624,8,74,11,221,70,70
1625,6,124,10,208,113,113
1626,7,108,3,104,44,44
1627,7,198,3,113,144,144
1628,7,52,3,111,52,52
1629,5,36,7,169,35,35
1630,7,84,3,108,81,81
1631,6,124,10,208,113,113
1632,5,190,7,175,7,7
1633,7,199,3,119,158,158
1634,7,39,3,101,38,38
1635,15,109,12,234,102,102
1636,3,80,2,32,76,76
1637,6,15,10,211,15,15
1638,5,188,7,178,153,153
1639,2,2,4,128,2,2
1640,4,9,13,238,9,9
1641,13,183,3,123,146,146
1642,7,199,3,119,158,158
1643,5,30,7,171,30,30
1644,7,17,3,99,17,17
1645,7,17,3,99,17,17
1646,7,17,3,99,17,17
1647,7,77,3,100,73,73
1648,7,198,3,113,144,144
1649,7,77,3,100,73,73
1650,7,77,3,100,73,73
1651,14,164,3,122,44,44
1652,3,119,2,41,53,53
1653,2,10,4,139,10,10
1654,12,50,5,145,49,49
1655,5,188,7,178,153,153
1656,7,197,3,114,73,73
1657,7,120,3,106,52,52
1658,7,199,3,119,158,158
1659,5,7,7,179,7,7
1660,3,42,2,77,41,41
1661,3,69,2,50,67,67
1662,13,183,3,123,146,146
1663,7,84,3,107,81,81
1664,3,200,1,5,159,159
1665,3,97,2,41,92,92
1666,7,77,3,103,73,73
1667,3,141,2,61,123,123
1668,3,175,2,92,145,145
1669,7,17,3,99,17,17
1670,7,136,3,117,121,121
1671,12,50,5,145,49,49
1672,2,65,4,135,10,10
1673,5,188,7,183,153,153
1674,5,14,7,170,14,14
1675,12,130,2,87,118,118
1676,7,17,3,99,17,17
1677,5,96,7,173,91,91
1678,7,77,3,100,73,73
1679,5,190,7,175,7,7
1680,7,39,3,101,38,38
1681,13,180,3,108,148,148
1682,8,74,11,223,70,70
1683,2,2,4,128,2,2
1684,3,97,2,41,92,92
1685,4,92,13,236,87,87
1686,7,77,3,100,73,73
1687,13,183,3,123,146,146
1688,7,77,3,100,73,73
1689,2,201,4,138,2,2
1690,7,77,3,107,73,73
1691,3,114,2,48,107,107
1692,7,77,3,100,73,73
1693,8,74,11,221,70,70
1694,7,17,3,99,17,17
1695,5,16,7,180,16,16
1696,3,3,2,49,50,50
1697,3,176,2,42,69,69
1698,11,34,6,160,33,33
1699,7,77,3,107,73,73
1700,5,190,7,175,7,7
1701,3,3,2,49,50,50
1702,7,77,3,107,73,73
1703,7,108,3,104,44,44
1704,5,7,7,179,7,7
1705,12,68,2,89,66,66
1706,14,164,3,122,44,44
1707,7,77,3,100,73,73
1708,6,124,10,207,113,113
1709,3,83,2,53,80,80
1710,5,14,7,170,14,14
1711,5,189,5,155,30,30
1712,4,92,13,239,87,87
1713,8,74,11,221,70,70
1714,7,52,3,111,52,52
1715,8,24,11,218,24,24
1716,7,17,3,99,17,17
1717,7,45,3,104,44,44
1718,7,39,3,101,38,38
1719,3,179,2,63,8,8
1720,7,17,3,99,17,17
1721,7,77,3,114,73,73
1722,3,97,2,41,92,92
1723,7,136,3,117,121,121
1724,2,2,4,128,2,2
1725,3,5,5,143,5,5
1726,7,17,3,99,17,17
1727,7,17,3,99,17,17
1728,6,15,10,209,15,15
1729,14,62,4,134,61,61
1730,7,77,3,100,73,73
1731,3,202,2,98,68,68
1732,7,17,3,99,17,17
1733,7,77,3,100,73,73
1734,7,45,3,113,144,144
1735,7,117,3,109,17,17
1736,11,59,6,166,59,59
1737,5,188,7,178,153,153
1738,11,59,6,159,59,59
1739,7,77,3,103,73,73
1740,5,189,5,155,30,30
1741,12,130,2,87,118,118
1742,14,62,4,134,61,61
1743,6,35,10,214,34,34
1744,7,108,3,104,44,44
1745,8,81,11,219,77,77
1746,7,198,3,113,144,144
1747,7,77,3,103,73,73
1748,14,62,4,134,61,61
1749,3,97,2,41,92,92
1750,6,15,10,211,15,15
1751,5,188,7,183,153,153
1752,7,39,3,101,38,38
1753,7,77,3,107,73,73
1754,5,188,7,178,153,153
1755,5,30,7,184,30,30
1756,13,180,3,125,148,148
1757,7,77,3,107,73,73
1758,6,124,10,208,113,113
1759,1,87,1,14,83,83
1760,7,117,3,109,17,17
1761,7,197,3,114,73,73
1762,7,39,3,109,38,38
1763,7,77,3,100,73,73
1764,7,77,3,107,73,73
1765,7,197,3,114,73,73
1766,7,17,3,99,17,17
1767,7,17,3,99,17,17
1768,8,81,11,219,77,77
1769,7,17,3,99,17,17
1770,6,124,10,208,113,113
1771,13,180,3,125,148,148
1772,7,120,3,106,52,52
1773,7,17,3,99,17,17
1774,5,30,7,171,30,30
1775,5,190,7,177,7,7
1776,7,77,3,107,73,73
1777,6,124,10,207,113,113
1778,7,77,3,103,73,73
1779,3,80,2,32,76,76
1780,2,2,4,128,2,2
1781,7,120,3,106,52,52
1782,7,196,3,113,144,144
1783,5,36,7,169,35,35
1784,15,109,12,232,102,102
1785,3,97,2,41,92,92
1786,7,77,3,107,73,73
1787,11,34,6,160,33,33
1788,1,203,1,27,18,18
1789,7,39,3,101,38,38
1790,7,17,3,99,17,17
1791,3,200,1,5,159,159
1792,3,95,5,153,90,90
1793,7,136,3,117,121,121
1794,7,77,3,100,73,73
1795,6,124,10,207,113,113
1796,6,35,10,214,34,34
1797,3,3,2,49,50,50
1798,8,142,11,224,70,70
1799,8,142,11,224,70,70
1800,7,77,3,103,73,73
1801,7,17,3,99,17,17
1802,7,120,3,106,52,52
1803,7,108,3,104,44,44
1804,4,6,13,237,6,6
1805,5,16,7,180,16,16
1806,4,9,13,235,9,9
1807,3,21,2,36,21,21
1808,1,18,1,2,18,18
1809,9,26,9,192,26,26
1810,5,36,7,169,35,35
1811,10,28,8,186,28,28
1812,1,1,1,3,1,1
1813,7,39,3,101,38,38
1814,3,90,1,2,18,18
1815,5,30,7,171,30,30
1816,2,10,4,130,10,10
1817,3,5,5,144,5,5
1818,3,46,2,64,45,45
1819,3,46,2,64,45,45
1820,3,49,2,39,48,48
1821,3,48,2,35,47,47
1822,11,34,6,160,33,33
1823,9,43,9,191,42,42
1824,12,50,5,145,49,49
1825,3,3,2,49,50,50
1826,3,54,1,13,54,54
1827,1,55,1,25,55,55
1828,5,16,7,181,16,16
1829,11,34,6,160,33,33
1830,3,3,2,37,3,3
1831,3,57,1,31,57,57
1832,5,14,7,170,14,14
1833,7,64,3,116,63,63
1834,3,20,2,43,20,20
1835,2,22,5,152,22,22
1836,13,61,5,149,60,60
1837,14,62,4,134,61,61
1838,3,12,2,56,12,12
1839,3,67,2,96,65,65
1840,1,1,1,3,1,1
1841,12,68,2,88,66,66
1842,12,50,5,145,49,49
1843,3,69,2,50,104,104
1844,12,50,5,145,49,49
1845,8,74,11,221,70,70
1846,3,72,2,42,69,69
1847,2,10,4,130,10,10
1848,7,39,3,101,38,38
1849,7,25,3,112,25,25
1850,3,82,2,65,78,78
1851,5,30,7,171,30,30
1852,6,86,10,217,82,82
1853,7,39,3,101,38,38
1854,1,1,1,3,1,1
1855,13,79,5,154,75,75
1856,1,18,1,2,18,18
1857,1,18,1,2,18,18
1858,4,92,13,239,87,87
1859,3,93,2,45,88,88
1860,5,96,7,172,91,91
1861,7,58,3,115,58,58
1862,4,92,13,236,87,87
1863,3,89,1,4,85,85
1864,2,22,5,151,22,22
1865,3,53,2,46,4,4
1866,5,14,7,170,14,14
1867,3,11,1,5,11,11
1868,4,92,13,236,87,87
1869,2,101,4,136,95,95
1870,5,14,7,170,14,14
1871,8,24,11,218,24,24
1872,1,203,1,27,18,18
1873,3,102,2,35,96,96
1874,3,53,2,32,98,98
1875,6,15,10,209,15,15
1876,4,9,13,238,9,9
1877,4,9,13,235,9,9
1878,1,91,1,21,86,86
1879,8,105,11,222,100,100
1880,3,83,2,53,80,80
1881,1,18,1,2,18,18
1882,6,106,10,212,101,101
1883,2,2,4,129,2,2
1884,1,1,1,3,1,1
1885,3,13,2,34,13,13
1886,7,108,3,104,44,44
1887,15,109,12,229,102,102
1888,6,106,10,215,101,101
1889,3,73,5,153,79,79
1890,3,100,1,15,94,94
1891,7,58,3,110,58,58
1892,6,112,10,210,34,34
1893,3,85,2,54,37,37
1894,12,50,5,145,49,49
1895,3,90,5,148,39,39
1896,3,73,5,155,79,79
1897,3,5,5,144,5,5
1898,3,116,2,95,109,109
1899,1,110,1,18,103,103
1900,7,17,3,99,17,17
1901,3,49,9,193,48,48
1902,12,50,5,157,49,49
1903,5,36,7,169,35,35
1904,3,89,1,4,85,85
1905,1,37,1,9,36,36
1906,2,2,4,128,2,2
1907,5,99,7,177,7,7
1908,7,58,3,115,58,58
1909,6,15,10,211,15,15
1910,9,118,9,201,110,110
1911,3,119,2,66,53,53
1912,7,45,3,102,44,44
1913,1,18,1,2,18,18
1914,7,45,3,102,44,44
1915,1,1,1,3,1,1
1916,3,94,2,78,89,89
1917,6,106,10,215,101,101
1918,2,65,5,148,5,5
1919,3,95,5,153,90,90
1920,7,108,3,120,44,44
