"node_id","level_1","level_2","level_3","final_module","membership_igraph","oficial_no_regularizado_top","oficial_no_regularizado_final","oficial_regularizado_top","oficial_regularizado_final"
693,1,8,142,142,142,2,90,128,128
694,1,2,98,98,98,11,220,93,93
695,1,11,139,139,139,6,161,124,124
696,1,3,11,11,11,1,1,10,10
697,1,3,11,11,11,1,1,10,10
698,1,3,143,143,143,2,60,129,129
699,1,3,3,3,3,2,37,3,3
700,1,9,43,43,43,9,194,43,43
701,1,3,11,11,11,1,1,10,10
702,1,3,143,143,143,2,60,129,129
703,1,3,47,47,47,2,32,47,47
704,1,3,56,56,56,2,57,57,57
705,1,3,48,48,48,2,35,48,48
706,1,3,48,48,48,2,35,48,48
707,1,3,48,48,48,2,35,48,48
708,1,3,3,3,3,2,37,3,3
709,1,3,48,48,48,2,35,48,48
710,1,11,144,144,144,6,162,130,130
711,1,3,94,94,94,2,78,89,89
712,1,3,11,11,11,1,1,10,10
713,1,3,138,138,138,9,196,106,106
714,1,3,103,103,103,2,67,96,96
715,1,3,3,3,3,2,37,3,3
716,1,3,145,145,145,1,28,58,58
717,1,3,3,3,3,2,37,3,3
718,1,3,48,48,48,2,35,48,48
719,1,3,80,80,80,2,32,68,68
720,1,11,146,146,146,6,167,131,131
721,1,3,83,83,83,2,53,79,79
722,1,3,137,137,137,2,91,123,123
723,1,3,70,70,70,2,40,127,127
724,1,3,70,70,70,2,40,127,127
725,1,3,60,60,60,2,39,49,49
726,1,3,48,48,48,2,35,48,48
727,1,3,11,11,11,1,1,10,10
728,1,3,47,47,47,2,32,47,47
729,1,10,123,123,123,9,197,106,106
730,1,3,71,71,71,1,6,58,58
731,1,3,4,4,4,2,38,4,4
732,1,3,48,48,48,2,35,48,48
733,1,7,64,64,64,3,116,64,64
734,1,3,53,53,53,2,46,54,54
735,1,3,53,53,53,2,46,54,54
736,1,3,102,102,102,2,57,57,57
737,1,9,147,147,147,9,202,132,132
738,1,3,38,38,38,2,61,38,38
739,1,13,113,113,113,2,36,106,106
740,1,3,53,53,53,2,46,54,54
741,1,3,60,60,60,2,39,49,49
742,1,5,99,99,99,7,176,94,94
743,1,9,148,148,148,9,199,133,133
744,1,3,82,82,82,2,65,134,134
745,1,3,53,53,53,2,46,54,54
746,1,10,28,28,28,8,185,29,29
747,1,3,72,72,72,2,42,69,69
748,1,3,104,104,104,2,44,98,98
749,1,3,75,75,75,1,19,71,71
750,1,3,60,60,60,2,39,49,49
751,1,10,28,28,28,8,185,29,29
752,1,3,47,47,47,2,32,47,47
753,1,11,149,149,149,6,168,135,135
754,1,3,70,70,70,2,40,127,127
755,1,3,21,21,21,2,36,22,22
756,1,3,104,104,104,2,44,98,98
757,1,8,142,142,142,2,90,128,128
758,1,3,60,60,60,2,39,49,49
759,1,3,3,3,3,2,49,51,51
760,1,3,47,47,47,2,32,47,47
761,1,3,3,3,3,2,49,51,51
762,1,9,150,150,150,9,205,43,43
763,1,3,151,151,151,5,158,49,49
764,1,2,2,2,2,4,128,2,2
765,1,3,3,3,3,2,37,3,3
766,1,3,152,152,152,2,75,69,69
767,1,3,3,3,3,2,37,3,3
768,1,3,8,8,8,2,63,8,8
769,1,3,153,153,153,2,70,136,136
770,1,3,60,60,60,2,39,49,49
771,1,3,93,93,93,2,45,88,88
772,1,10,28,28,28,8,185,29,29
773,1,3,152,152,152,2,75,69,69
774,1,3,3,3,3,2,37,3,3
775,1,3,93,93,93,2,45,88,88
776,1,10,28,28,28,8,185,29,29
777,1,3,152,152,152,2,75,69,69
778,1,3,152,152,152,2,75,69,69
779,1,10,28,28,28,8,185,29,29
780,1,3,104,104,104,2,44,98,98
781,1,3,11,11,11,1,1,10,10
782,1,3,56,56,56,2,57,57,57
783,1,3,137,137,137,2,91,123,123
784,1,3,11,11,11,1,1,10,10
785,1,1,27,27,27,1,10,28,28
786,1,1,1,1,1,1,3,1,1
787,1,3,82,82,82,2,65,77,77
788,1,3,126,126,126,2,50,98,98
789,1,3,88,88,88,2,33,83,83
790,1,3,11,11,11,1,1,10,10
791,1,3,11,11,11,1,1,10,10
792,1,2,2,2,2,4,128,2,2
793,1,6,154,154,154,10,213,137,137
794,1,3,11,11,11,1,1,10,10
795,1,5,16,16,16,7,180,15,15
796,1,3,103,103,103,2,67,96,96
797,1,3,49,49,49,2,39,49,49
798,1,3,89,89,89,1,4,10,10
799,1,3,11,11,11,1,1,10,10
800,1,3,60,60,60,2,39,49,49
801,1,3,88,88,88,2,33,83,83
802,1,2,2,2,2,4,128,2,2
803,1,3,155,155,155,2,59,118,118
804,1,7,45,45,45,3,102,45,45
805,1,3,41,41,41,1,8,41,41
806,1,9,118,118,118,9,201,112,112
807,1,3,93,93,93,2,45,88,88
808,1,11,156,156,156,6,165,138,138
809,1,6,154,154,154,10,213,137,137
810,1,3,3,3,3,2,37,3,3
811,1,3,60,60,60,2,39,49,49
812,1,11,156,156,156,6,165,138,138
813,1,11,144,144,144,6,162,130,130
814,1,10,28,28,28,8,185,29,29
815,1,7,77,77,77,3,100,73,73
816,1,3,48,48,48,2,35,48,48
817,1,2,98,98,98,11,220,93,93
818,1,9,43,43,43,9,194,43,43
819,1,3,90,90,90,1,7,85,85
820,1,3,82,82,82,2,65,77,77
821,1,10,28,28,28,8,185,29,29
822,1,11,157,157,157,6,164,139,139
823,1,3,155,155,155,2,59,118,118
824,1,3,3,3,3,2,59,3,3
825,1,3,158,158,158,2,55,97,97
826,1,3,71,71,71,1,6,58,58
827,1,3,54,54,54,1,13,55,55
828,1,9,150,150,150,9,195,43,43
829,1,3,119,119,119,2,41,51,51
830,1,3,158,158,158,2,55,97,97
831,1,3,85,85,85,2,54,38,38
832,1,3,126,126,126,2,55,115,115
833,1,3,88,88,88,2,33,83,83
834,1,6,124,124,124,10,207,114,114
835,1,3,11,11,11,1,1,10,10
836,1,7,77,77,77,3,100,73,73
837,1,3,80,80,80,2,32,68,68
838,1,3,53,53,53,2,40,54,54
839,1,9,148,148,148,9,199,133,133
840,1,3,8,8,8,2,63,8,8
841,1,9,43,43,43,9,203,43,43
842,1,3,11,11,11,1,1,10,10
843,1,9,159,159,159,9,198,7,7
844,1,3,60,60,60,2,39,49,49
845,1,9,150,150,150,9,195,43,43
846,1,8,142,142,142,2,90,128,128
847,1,1,27,27,27,1,10,28,28
848,1,3,133,133,133,2,85,140,140
849,1,3,4,4,4,2,38,141,141
850,1,2,2,2,2,4,128,2,2
851,1,3,160,160,160,2,46,54,54
852,1,3,44,44,44,2,62,44,44
853,1,3,114,114,114,2,48,4,4
854,1,3,8,8,8,2,63,8,8
855,1,3,8,8,8,2,63,8,8
856,1,9,161,161,161,9,190,142,142
857,1,3,114,114,114,2,48,4,4
858,1,3,102,102,102,2,57,57,57
859,1,3,21,21,21,2,36,22,22
860,1,3,3,3,3,2,37,3,3
861,1,2,22,22,22,5,150,23,23
862,1,3,3,3,3,2,37,3,3
863,1,3,60,60,60,2,39,49,49
864,1,3,162,162,162,2,97,49,49
865,1,3,102,102,102,2,40,57,57
866,1,3,11,11,11,1,1,10,10
867,1,3,41,41,41,1,8,41,41
868,1,3,80,80,80,2,32,68,68
869,1,3,11,11,11,1,1,10,10
870,1,3,46,46,46,2,64,46,46
871,1,12,50,50,50,5,145,50,50
872,1,3,11,11,11,1,1,10,10
873,1,3,53,53,53,1,1,54,54
874,1,3,47,47,47,2,51,47,47
875,1,3,60,60,60,2,39,49,49
876,1,3,88,88,88,2,33,83,83
877,1,3,11,11,11,1,1,10,10
878,1,3,47,47,47,2,32,47,47
879,1,3,80,80,80,2,32,68,68
880,1,3,47,47,47,2,51,47,47
881,1,3,41,41,41,1,8,41,41
882,1,8,163,163,163,2,80,143,143
883,1,14,164,164,164,3,122,45,45
884,1,11,144,144,144,6,163,130,130
885,1,3,11,11,11,1,1,10,10
886,1,3,21,21,21,2,36,22,22
887,1,3,3,3,3,2,37,3,3
888,1,3,47,47,47,2,51,47,47
889,1,3,53,53,53,1,1,54,54
890,1,3,11,11,11,1,12,51,51
891,1,3,53,53,53,2,46,54,54
892,1,3,93,93,93,2,45,88,88
893,1,9,43,43,43,9,203,43,43
894,1,3,107,107,107,2,47,101,101
895,1,3,80,80,80,2,32,68,68
896,1,3,60,60,60,2,39,49,49
897,1,3,126,126,126,2,55,115,115
898,1,3,102,102,102,2,40,57,57
899,1,2,22,22,22,5,150,23,23
900,1,3,80,80,80,2,32,68,68
901,1,3,72,72,72,2,42,69,69
902,1,3,88,88,88,2,33,83,83
903,1,3,11,11,11,1,1,10,10
904,1,13,113,113,113,9,196,106,106
905,1,11,34,34,34,6,160,34,34
906,1,2,2,2,2,4,129,2,2
907,1,9,148,148,148,9,199,133,133
908,1,3,47,47,47,2,32,47,47
909,1,3,152,152,152,2,75,79,79
910,1,3,53,53,53,2,46,54,54
911,1,1,37,37,37,1,9,37,37
912,1,2,2,2,2,4,128,2,2
913,1,2,22,22,22,5,150,23,23
914,1,3,126,126,126,2,55,115,115
915,1,3,11,11,11,1,1,10,10
916,1,2,22,22,22,5,150,23,23
917,1,2,10,10,10,4,139,20,20
918,1,3,102,102,102,2,40,57,57
919,1,7,77,77,77,3,100,73,73
920,1,3,11,11,11,1,1,10,10
921,1,3,72,72,72,2,42,69,69
922,1,3,80,80,80,2,32,68,68
923,1,3,21,21,21,2,36,22,22
924,1,3,48,48,48,2,35,48,48
925,1,15,109,109,109,12,229,102,102
926,1,3,11,11,11,1,1,10,10
927,1,3,11,11,11,1,1,10,10
928,1,3,20,20,20,2,43,21,21
929,1,3,158,158,158,2,55,97,97
930,1,3,11,11,11,1,1,10,10
931,1,9,150,150,150,9,195,43,43
932,1,3,93,93,93,2,45,88,88
933,1,3,21,21,21,2,36,22,22
934,1,3,165,165,165,2,93,144,144
935,1,3,80,80,80,2,32,68,68
936,1,9,150,150,150,11,225,93,93
937,1,3,88,88,88,2,33,83,83
938,1,3,114,114,114,2,48,4,4
939,1,9,26,26,26,9,192,27,27
940,1,3,21,21,21,2,36,22,22
941,1,3,11,11,11,1,1,10,10
942,1,3,60,60,60,2,39,49,49
943,1,3,165,165,165,2,93,144,144
944,1,7,166,166,166,3,127,145,145
945,1,3,60,60,60,2,39,49,49
946,1,3,90,90,90,1,7,85,85
947,1,9,150,150,150,9,205,43,43
948,1,15,134,134,134,12,230,120,120
949,1,3,40,40,40,5,147,40,40
950,1,1,1,1,1,1,3,1,1
951,1,2,2,2,2,4,129,2,2
952,1,3,165,165,165,2,93,144,144
953,1,8,163,163,163,2,80,143,143
954,1,3,11,11,11,1,1,10,10
955,1,8,163,163,163,2,80,143,143
956,1,3,83,83,83,2,53,79,79
957,1,2,2,2,2,4,129,2,2
958,1,3,88,88,88,2,33,83,83
959,1,3,21,21,21,2,36,22,22
960,1,3,75,75,75,1,19,71,71
961,1,3,90,90,90,1,7,85,85
962,1,3,158,158,158,2,55,97,97
963,1,15,134,134,134,12,231,120,120
964,1,3,11,11,11,1,1,10,10
965,1,3,70,70,70,2,40,127,127
966,1,9,167,167,167,9,200,76,76
967,1,3,90,90,90,1,7,85,85
968,1,8,163,163,163,2,82,143,143
969,1,3,88,88,88,2,33,83,83
970,1,3,80,80,80,2,32,68,68
971,1,3,82,82,82,2,65,77,77
972,1,1,18,18,18,1,2,18,18
973,1,5,129,129,129,7,176,94,94
974,1,1,168,168,168,2,52,146,146
975,1,3,60,60,60,2,39,49,49
976,1,9,148,148,148,9,199,133,133
977,1,3,80,80,80,2,32,68,68
978,1,3,169,169,169,1,20,147,147
979,1,2,170,170,170,4,141,148,148
980,1,3,11,11,11,1,1,10,10
981,1,11,144,144,144,6,163,130,130
982,1,3,82,82,82,2,65,77,77
983,1,12,50,50,50,5,157,50,50
984,1,3,70,70,70,2,40,127,127
985,1,3,171,171,171,2,58,92,92
986,1,9,172,172,172,9,206,149,149
987,1,2,2,2,2,4,128,2,2
988,1,3,4,4,4,2,38,4,4
989,1,3,66,66,66,5,156,65,65
990,1,3,173,173,173,2,74,47,47
991,1,3,60,60,60,2,39,49,49
992,1,3,38,38,38,2,33,83,83
993,1,7,45,45,45,3,113,150,150
994,1,1,18,18,18,1,2,18,18
995,1,3,104,104,104,2,44,98,98
996,1,3,44,44,44,2,62,44,44
997,1,3,90,90,90,1,7,85,85
998,1,3,114,114,114,2,48,4,4
999,1,13,79,79,79,5,154,75,75
1000,1,3,71,71,71,1,6,58,58
1001,1,3,103,103,103,2,67,96,96
1002,1,3,44,44,44,2,62,44,44
1003,1,3,174,174,174,2,54,38,38
1004,1,2,2,2,2,4,129,2,2
1005,1,3,175,175,175,2,92,151,151
1006,1,8,24,24,24,11,227,25,25
1007,1,3,47,47,47,2,51,47,47
1008,1,3,176,176,176,2,42,51,51
1009,1,3,69,69,69,2,50,67,67
1010,1,3,11,11,11,1,1,10,10
1011,1,3,104,104,104,2,44,98,98
1012,1,7,121,121,121,3,102,113,113
1013,1,3,60,60,60,2,39,49,49
1014,1,7,121,121,121,3,102,113,113
1015,1,7,58,58,58,3,110,59,59
1016,1,3,173,173,173,2,74,47,47
1017,1,1,1,1,1,1,3,1,1
1018,1,15,109,109,109,12,232,102,102
1019,1,9,148,148,148,9,199,133,133
1020,1,3,174,174,174,2,54,38,38
1021,1,13,113,113,113,3,124,152,152
1022,1,3,104,104,104,2,44,98,98
1023,1,3,71,71,71,1,6,58,58
1024,1,3,76,76,76,2,72,72,72
1025,1,3,104,104,104,2,44,98,98
1026,1,3,104,104,104,2,44,98,98
1027,1,3,177,177,177,2,58,83,83
1028,1,3,44,44,44,2,62,44,44
1029,1,11,157,157,157,6,164,139,139
1030,1,9,150,150,150,9,195,43,43
1031,1,8,163,163,163,2,80,143,143
1032,1,7,121,121,121,3,102,113,113
1033,1,3,12,12,12,2,56,11,11
1034,1,3,155,155,155,2,59,118,118
1035,1,3,47,47,47,2,32,47,47
1036,1,3,13,13,13,2,34,12,12
1037,1,3,173,173,173,2,74,47,47
1038,1,7,77,77,77,3,100,73,73
1039,1,1,168,168,168,2,52,146,146
1040,1,7,77,77,77,3,100,73,73
1041,1,3,4,4,4,2,38,4,4
1042,1,3,126,126,126,2,50,67,67
1043,1,3,11,11,11,1,1,10,10
1044,1,3,47,47,47,2,32,21,21
1045,1,11,59,59,59,6,159,60,60
1046,1,3,93,93,93,1,1,10,10
1047,1,3,80,80,80,2,32,68,68
1048,1,3,11,11,11,1,1,10,10
1049,1,3,71,71,71,1,6,58,58
1050,1,3,103,103,103,2,67,96,96
1051,1,3,102,102,102,2,51,57,57
1052,1,6,124,124,124,10,207,114,114
1053,1,10,28,28,28,8,185,29,29
1054,1,3,88,88,88,2,33,83,83
1055,1,3,104,104,104,2,44,98,98
1056,1,3,11,11,11,1,1,10,10
1057,1,10,123,123,123,8,188,29,29
1058,1,11,59,59,59,6,159,60,60
1059,1,3,103,103,103,1,11,96,96
1060,1,2,2,2,2,4,128,2,2
1061,1,3,80,80,80,2,32,68,68
1062,1,3,175,175,175,2,92,151,151
1063,1,12,50,50,50,5,145,50,50
1064,1,1,168,168,168,2,52,146,146
1065,1,3,80,80,80,2,32,68,68
1066,1,13,113,113,113,3,124,152,152
1067,1,3,114,114,114,2,48,4,4
1068,1,3,114,114,114,2,48,4,4
1069,1,9,159,159,159,9,198,7,7
1070,1,10,123,123,123,8,188,29,29
1071,1,3,94,94,94,2,78,89,89
1072,1,11,59,59,59,6,159,60,60
1073,1,11,59,59,59,6,159,60,60
1074,1,11,34,34,34,6,160,34,34
1075,1,2,2,2,2,4,129,2,2
1076,1,2,10,10,10,4,130,2,2
1077,1,3,38,38,38,2,33,83,83
1078,1,7,121,121,121,3,102,113,113
1079,1,3,60,60,60,2,39,49,49
1080,1,3,47,47,47,2,32,134,134
1081,1,3,114,114,114,2,48,4,4
1082,1,3,13,13,13,2,34,12,12
1083,1,2,2,2,2,4,128,2,2
1084,1,9,147,147,147,9,202,132,132
1085,1,3,73,73,73,5,146,78,78
1086,1,6,124,124,124,10,216,114,114
1087,1,3,104,104,104,2,44,98,98
1088,1,2,2,2,2,4,128,2,2
1089,1,3,80,80,80,2,47,68,68
1090,1,3,47,47,47,2,32,47,47
1091,1,11,144,144,144,6,162,130,130
1092,1,3,119,119,119,2,41,54,54
1093,1,3,178,178,178,2,71,153,153
1094,1,3,152,152,152,2,75,69,69
1095,1,3,4,4,4,2,38,4,4
1096,1,5,96,96,96,7,174,7,7
1097,1,11,59,59,59,6,159,60,60
1098,1,6,154,154,154,10,213,137,137
1099,1,3,60,60,60,2,39,49,49
1100,1,3,21,21,21,2,36,22,22
1101,1,9,43,43,43,9,203,43,43
1102,1,6,154,154,154,10,213,137,137
1103,1,3,179,179,179,2,63,8,8
1104,1,6,112,112,112,10,210,105,105
1105,1,7,52,52,52,3,111,53,53
1106,1,3,143,143,143,2,60,129,129
1107,1,3,114,114,114,2,48,4,4
1108,1,3,73,73,73,5,146,78,78
1109,1,3,38,38,38,2,61,38,38
1110,1,3,80,80,80,2,47,68,68
1111,1,1,1,1,1,1,3,1,1
1112,1,13,180,180,180,3,126,154,154
1113,1,3,178,178,178,2,71,153,153
1114,1,3,60,60,60,2,39,49,49
1115,1,3,11,11,11,1,5,16,16
1116,1,10,123,123,123,9,197,106,106
1117,1,3,8,8,8,2,63,8,8
1118,1,7,121,121,121,3,102,113,113
1119,1,3,143,143,143,2,60,129,129
1120,1,2,2,2,2,4,128,2,2
1121,1,3,13,13,13,2,34,12,12
1122,1,3,4,4,4,2,38,4,4
1123,1,3,48,48,48,2,35,48,48
1124,1,2,2,2,2,4,129,2,2
1125,1,10,28,28,28,8,186,29,29
1126,1,15,134,134,134,12,231,120,120
1127,1,11,59,59,59,6,159,60,60
1128,1,2,2,2,2,4,128,2,2
1129,1,2,2,2,2,4,128,2,2
1130,1,8,163,163,163,2,80,143,143
1131,1,3,11,11,11,1,1,10,10
1132,1,2,2,2,2,4,128,2,2
1133,1,3,71,71,71,1,6,118,118
1134,1,3,4,4,4,2,38,4,4
1135,1,3,60,60,60,2,39,49,49
1136,1,3,143,143,143,2,60,129,129
1137,1,3,71,71,71,1,6,58,58
1138,1,3,174,174,174,2,54,38,38
1139,1,3,44,44,44,2,62,44,44
1140,1,3,181,181,181,2,74,47,47
1141,1,1,168,168,168,2,52,146,146
1142,1,11,59,59,59,6,159,60,60
1143,1,3,48,48,48,2,35,48,48
1144,1,1,110,110,110,1,18,103,103
1145,1,3,60,60,60,2,39,49,49
1146,1,3,182,182,182,2,68,155,155
1147,1,3,126,126,126,2,55,115,115
1148,1,5,16,16,16,7,181,15,15
1149,1,3,80,80,80,2,32,68,68
1150,1,3,13,13,13,2,34,12,12
1151,1,3,119,119,119,2,41,54,54
1152,1,8,24,24,24,11,228,25,25
1153,1,3,12,12,12,2,56,11,11
1154,1,3,21,21,21,2,36,22,22
1155,1,3,53,53,53,2,46,54,54
1156,1,3,20,20,20,2,43,21,21
1157,1,3,53,53,53,2,32,97,97
1158,1,9,43,43,43,9,194,43,43
1159,1,7,77,77,77,2,39,49,49
1160,1,3,72,72,72,2,42,69,69
1161,1,12,50,50,50,5,145,50,50
1162,1,5,16,16,16,7,181,15,15
1163,1,11,146,146,146,6,167,131,131
1164,1,1,168,168,168,2,52,146,146
1165,1,3,103,103,103,1,11,96,96
1166,1,3,11,11,11,1,1,156,156
1167,1,11,34,34,34,6,160,34,34
1168,1,15,128,128,128,12,233,102,102
1169,1,3,70,70,70,2,40,127,127
1170,1,3,104,104,104,2,44,98,98
1171,1,1,1,1,1,1,3,1,1
1172,1,3,71,71,71,1,6,58,58
1173,1,3,71,71,71,1,6,58,58
1174,1,13,183,183,183,3,108,152,152
1175,1,3,104,104,104,2,44,98,98
1176,1,2,2,2,2,4,128,2,2
1177,1,1,168,168,168,2,52,146,146
1178,1,10,123,123,123,9,197,106,106
1179,1,3,21,21,21,2,36,22,22
1180,1,3,83,83,83,2,53,79,79
1181,1,3,71,71,71,1,6,58,58
1182,1,3,11,11,11,1,1,10,10
1183,1,3,21,21,21,2,36,22,22
1184,1,3,75,75,75,1,19,71,71
1185,1,3,5,5,5,5,144,5,5
1186,1,3,143,143,143,2,60,129,129
1187,1,3,70,70,70,2,40,127,127
1188,1,12,50,50,50,5,145,50,50
1189,1,3,143,143,143,2,60,129,129
1190,1,11,59,59,59,6,159,60,60
1191,1,3,21,21,21,2,36,22,22
1192,1,3,103,103,103,1,11,96,96
1193,1,3,11,11,11,1,1,10,10
1194,1,3,184,184,184,2,49,51,51
1195,1,2,2,2,2,4,128,2,2
1196,1,11,34,34,34,6,160,34,34
1197,1,3,4,4,4,2,38,4,4
1198,1,3,53,53,53,2,46,54,54
1199,1,3,42,42,42,2,77,42,42
1200,1,3,143,143,143,2,60,129,129
1201,1,3,47,47,47,2,51,47,47
1202,1,9,150,150,150,9,195,43,43
1203,1,3,11,11,11,1,1,10,10
1204,1,3,60,60,60,2,39,49,49
1205,1,7,58,58,58,3,110,59,59
1206,1,12,50,50,50,5,145,50,50
1207,1,3,103,103,103,1,11,96,96
1208,1,3,44,44,44,2,62,44,44
1209,1,3,46,46,46,2,64,46,46
1210,1,3,11,11,11,1,1,10,10
1211,1,10,28,28,28,8,185,29,29
1212,1,3,143,143,143,2,60,129,129
1213,1,7,39,39,39,1,7,110,110
1214,1,2,185,185,185,4,142,157,157
1215,1,14,140,140,140,4,137,126,126
1216,1,3,186,186,186,1,17,158,158
1217,1,3,94,94,94,2,78,89,89
1218,1,3,3,3,3,2,49,51,51
1219,1,3,38,38,38,2,59,38,38
1220,1,3,155,155,155,2,59,118,118
1221,1,3,11,11,11,1,5,16,16
1222,1,3,119,119,119,2,49,51,51
1223,1,2,2,2,2,4,128,2,2
1224,1,1,1,1,1,1,3,1,1
1225,1,11,59,59,59,6,159,60,60
1226,1,3,182,182,182,2,68,155,155
1227,1,3,4,4,4,2,38,4,4
1228,1,2,2,2,2,4,129,2,2
1229,1,3,11,11,11,1,1,10,10
1230,1,3,13,13,13,2,34,12,12
1231,1,3,93,93,93,2,45,88,88
1232,1,3,85,85,85,2,54,38,38
1233,1,3,80,80,80,2,32,68,68
1234,1,3,89,89,89,1,4,84,84
1235,1,3,177,177,177,2,58,92,92
1236,1,15,134,134,134,12,230,120,120
1237,1,7,121,121,121,3,102,113,113
1238,1,3,153,153,153,2,70,136,136
1239,1,11,156,156,156,6,165,138,138
1240,1,3,187,187,187,2,73,159,159
1241,1,12,50,50,50,5,145,50,50
1242,1,3,69,69,69,2,50,67,67
1243,1,3,119,119,119,2,41,54,54
1244,1,3,88,88,88,2,33,83,83
1245,1,3,93,93,93,2,45,88,88
1246,1,3,126,126,126,2,50,98,98
1247,1,1,18,18,18,1,2,18,18
1248,1,3,70,70,70,2,40,127,127
1249,1,3,126,126,126,2,55,115,115
1250,1,3,3,3,3,2,49,51,51
1251,1,8,24,24,24,11,226,25,25
1252,1,3,38,38,38,2,61,38,38
1253,1,3,41,41,41,1,8,41,41
1254,1,3,184,184,184,5,145,51,51
1255,1,3,153,153,153,2,70,136,136
1256,1,3,49,49,49,2,39,49,49
1257,1,3,153,153,153,2,70,136,136
1258,1,3,179,179,179,2,63,8,8
1259,1,3,4,4,4,2,38,4,4
1260,1,6,106,106,106,10,212,100,100
1261,1,7,63,63,63,3,105,63,63
1262,1,3,11,11,11,1,12,51,51
1263,1,5,188,188,188,7,182,160,160
1264,1,3,107,107,107,2,47,101,101
1265,1,3,89,89,89,1,4,84,84
1266,1,2,2,2,2,4,128,2,2
1267,1,10,123,123,123,8,188,29,29
1268,1,1,18,18,18,1,2,18,18
1269,1,3,179,179,179,2,63,8,8
1270,1,3,47,47,47,2,53,47,47
1271,1,3,70,70,70,2,40,127,127
1272,1,3,71,71,71,1,6,58,58
1273,1,1,87,87,87,1,14,82,82
1274,1,7,58,58,58,9,193,59,59
1275,1,3,155,155,155,2,59,118,118
1276,1,3,93,93,93,2,45,88,88
1277,1,13,61,61,61,5,149,61,61
1278,1,3,179,179,179,2,63,8,8
1279,1,2,78,78,78,4,132,74,74
1280,1,3,138,138,138,2,83,122,122
1281,1,3,184,184,184,1,12,51,51
1282,1,3,155,155,155,2,59,118,118
1283,1,3,89,89,89,1,4,84,84
1284,1,3,3,3,3,2,37,3,3
1285,1,3,11,11,11,1,1,10,10
1286,1,3,88,88,88,2,33,83,83
1287,1,3,69,69,69,2,50,67,67
1288,1,3,80,80,80,2,32,68,68
1289,1,13,113,113,113,3,124,152,152
1290,1,3,42,42,42,2,77,42,42
1291,1,3,60,60,60,2,39,49,49
1292,1,3,119,119,119,2,49,51,51
1293,1,11,59,59,59,6,159,60,60
1294,1,3,133,133,133,2,58,92,92
1295,1,3,60,60,60,2,39,49,49
1296,1,2,10,10,10,4,130,2,2
1297,1,3,186,186,186,1,17,158,158
1298,1,3,20,20,20,2,43,21,21
1299,1,3,60,60,60,2,39,49,49
1300,1,3,38,38,38,2,61,92,92
1301,1,3,11,11,11,1,12,51,51
1302,1,7,136,136,136,3,121,125,125
1303,1,3,48,48,48,2,35,48,48
1304,1,11,156,156,156,6,165,138,138
1305,1,10,28,28,28,8,186,29,29
1306,1,3,69,69,69,2,50,67,67
1307,1,3,80,80,80,2,47,83,83
1308,1,1,168,168,168,2,52,146,146
1309,1,3,80,80,80,2,32,68,68
1310,1,13,79,79,79,5,154,75,75
1311,1,11,59,59,59,6,166,34,34
1312,1,3,178,178,178,2,71,153,153
1313,1,3,88,88,88,2,33,83,83
1314,1,7,121,121,121,3,102,113,113
1315,1,3,176,176,176,2,42,51,51
1316,1,11,59,59,59,6,159,60,60
1317,1,3,143,143,143,2,60,129,129
1318,1,9,167,167,167,9,200,36,36
1319,1,3,42,42,42,2,77,42,42
1320,1,7,77,77,77,3,106,73,73
1321,1,11,59,59,59,6,159,60,60
1322,1,1,18,18,18,1,2,18,18
1323,1,3,89,89,89,1,4,84,84
1324,1,3,41,41,41,1,8,41,41
1325,1,3,20,20,20,2,43,21,21
1326,1,3,11,11,11,1,12,51,51
1327,1,7,63,63,63,3,105,63,63
1328,1,3,178,178,178,2,71,153,153
1329,1,3,119,119,119,2,41,54,54
1330,1,3,73,73,73,5,146,78,78
1331,1,3,21,21,21,2,46,54,54
1332,1,9,167,167,167,9,200,36,36
1333,1,9,43,43,43,9,191,43,43
1334,1,3,103,103,103,2,67,96,96
1335,1,3,153,153,153,2,70,136,136
1336,1,3,155,155,155,2,59,118,118
1337,1,3,4,4,4,2,38,4,4
1338,1,3,182,182,182,2,68,155,155
1339,1,8,105,105,105,11,222,99,99
1340,1,3,80,80,80,2,47,83,83
1341,1,2,2,2,2,4,128,2,2
1342,1,3,4,4,4,2,38,4,4
1343,1,3,179,179,179,2,63,8,8
1344,1,3,11,11,11,1,5,16,16
1345,1,11,139,139,139,6,161,124,124
1346,1,3,88,88,88,2,33,83,83
1347,1,8,142,142,142,11,224,128,128
1348,1,7,63,63,63,3,105,63,63
1349,1,3,107,107,107,2,47,101,101
1350,1,3,38,38,38,2,50,67,67
1351,1,3,88,88,88,2,33,83,83
1352,1,7,120,120,120,3,106,53,53
1353,1,9,159,159,159,9,198,7,7
1354,1,3,4,4,4,2,38,141,141
1355,1,1,168,168,168,2,52,146,146
1356,1,3,69,69,69,2,50,67,67
1357,1,2,78,78,78,4,132,74,74
1358,1,3,178,178,178,2,71,153,153
1359,1,3,46,46,46,2,64,46,46
1360,1,3,80,80,80,2,32,68,68
1361,1,3,72,72,72,2,42,69,69
1362,1,10,33,33,33,8,187,20,20
1363,1,3,88,88,88,2,33,83,83
1364,1,3,182,182,182,2,68,155,155
1365,1,3,60,60,60,2,39,49,49
1366,1,5,189,189,189,5,155,78,78
1367,1,3,153,153,153,2,70,136,136
1368,1,9,43,43,43,9,191,43,43
1369,1,3,93,93,93,2,45,88,88
