"node_id","level_1","level_2","level_3","final_module"
1360,1,3,80,80
1361,1,3,72,72
1362,1,10,33,33
1363,1,3,88,88
1364,1,3,182,182
1365,1,3,60,60
1366,1,5,189,189
1367,1,3,153,153
1368,1,9,43,43
1369,1,3,93,93
1370,1,3,73,73
1371,1,14,140,140
1372,1,15,109,109
1373,1,9,26,26
1374,1,3,89,89
1375,1,3,184,184
1376,1,1,37,37
1377,1,3,11,11
1378,1,3,114,114
1379,1,3,76,76
1380,1,3,60,60
1381,1,3,178,178
1382,1,5,190,190
1383,1,5,188,188
1384,1,3,69,69
1385,1,3,104,104
1386,1,3,138,138
1387,1,3,19,19
1388,1,3,47,47
1389,1,3,177,177
1390,1,3,182,182
1391,1,3,191,191
1392,1,3,88,88
1393,1,9,147,147
1394,1,2,78,78
1395,1,11,34,34
1396,1,3,102,102
1397,1,3,13,13
1398,1,3,88,88
1399,1,3,4,4
1400,1,2,2,2
1401,1,9,167,167
1402,1,12,50,50
1403,1,3,126,126
1404,1,3,12,12
1405,1,3,21,21
1406,1,3,181,181
1407,1,6,124,124
1408,1,3,187,187
1409,1,3,38,38
1410,1,3,119,119
1411,1,3,12,12
1412,1,3,126,126
1413,1,3,80,80
1414,1,3,177,177
1415,1,3,187,187
1416,1,3,48,48
1417,1,3,71,71
1418,1,1,192,192
1419,1,3,56,56
1420,1,3,12,12
1421,1,3,44,44
1422,1,3,4,4
1423,1,3,70,70
1424,1,3,72,72
1425,1,3,48,48
1426,1,3,179,179
1427,1,3,191,191
1428,1,3,72,72
1429,1,3,88,88
1430,1,3,193,193
1431,1,3,83,83
1432,1,3,38,38
1433,1,3,97,97
1434,1,3,93,93
1435,1,3,88,88
1436,1,3,41,41
1437,1,3,119,119
1438,1,3,153,153
1439,1,3,38,38
1440,1,3,19,19
1441,1,3,38,38
1442,1,3,114,114
1443,1,3,47,47
1444,1,3,133,133
1445,1,3,88,88
1446,1,3,178,178
1447,1,3,193,193
1448,1,3,83,83
1449,1,3,80,80
1450,1,3,107,107
1451,1,3,102,102
1452,1,3,126,126
1453,1,3,178,178
1454,1,3,102,102
1455,1,1,168,168
1456,1,3,38,38
1457,1,3,93,93
1458,1,3,80,80
1459,1,3,102,102
1460,1,3,93,93
1461,1,3,83,83
1462,1,3,175,175
1463,1,3,41,41
1464,1,3,69,69
1465,1,3,93,93
1466,1,3,152,152
1467,1,3,104,104
1468,1,3,119,119
1469,1,3,114,114
1470,1,3,3,3
1471,1,3,177,177
1472,1,7,17,17
1473,1,3,85,85
1474,1,3,194,194
1475,1,3,70,70
1476,1,3,182,182
1477,1,3,169,169
1478,1,3,182,182
1479,1,3,11,11
1480,1,3,152,152
1481,1,3,80,80
1482,1,3,80,80
1483,1,3,47,47
1484,1,3,182,182
1485,1,3,44,44
1486,1,3,88,88
1487,1,3,47,47
1488,1,3,13,13
1489,1,1,168,168
1490,1,1,1,1
1491,1,3,102,102
1492,1,3,80,80
1493,1,3,71,71
1494,1,3,133,133
1495,1,3,107,107
1496,1,3,70,70
1497,1,3,85,85
1498,1,3,119,119
1499,1,3,126,126
1500,1,3,133,133
1501,1,3,177,177
1502,1,3,44,44
1503,1,3,107,107
1504,1,3,191,191
1505,1,3,88,88
1506,1,3,11,11
1507,1,3,38,38
1508,1,3,133,133
1509,1,3,194,194
1510,1,3,72,72
1511,1,3,71,71
1512,1,3,80,80
1513,1,3,119,119
1514,1,3,143,143
1515,1,3,119,119
1516,1,3,82,82
1517,1,3,83,83
1518,1,3,179,179
1519,1,3,93,93
1520,1,3,193,193
1521,1,3,182,182
1522,1,3,53,53
1523,1,3,194,194
1524,1,3,194,194
1525,1,3,19,19
1526,1,3,88,88
1527,1,3,102,102
1528,1,3,181,181
1529,1,3,194,194
1530,1,3,47,47
1531,1,3,102,102
1532,1,3,38,38
1533,1,3,53,53
1534,1,3,48,48
1535,1,3,85,85
1536,1,3,4,4
1537,1,3,102,102
1538,1,3,193,193
1539,1,3,53,53
1540,1,3,48,48
1541,1,3,11,11
1542,1,3,11,11
1543,1,3,11,11
1544,1,3,177,177
1545,1,3,119,119
1546,1,3,80,80
1547,1,3,88,88
1548,1,3,187,187
1549,1,1,192,192
1550,1,3,195,195
1551,1,3,40,40
1552,1,3,119,119
1553,1,3,93,93
1554,1,3,47,47
1555,1,3,80,80
1556,1,3,3,3
1557,1,3,177,177
1558,1,3,3,3
1559,1,3,102,102
1560,1,3,187,187
1561,1,3,19,19
1562,1,3,41,41
1563,1,3,88,88
1564,1,3,80,80
1565,1,3,177,177
1566,1,3,169,169
1567,1,3,133,133
1568,1,3,107,107
1569,1,3,53,53
1570,1,3,187,187
1571,1,3,114,114
1572,1,3,80,80
1573,1,3,11,11
1574,1,3,8,8
1575,1,3,193,193
1576,1,3,44,44
1577,1,3,103,103
1578,1,3,107,107
1579,1,3,66,66
1580,1,3,44,44
1581,1,3,182,182
1582,1,3,44,44
1583,1,3,13,13
1584,1,3,71,71
1585,1,3,38,38
1586,1,3,46,46
1587,1,3,194,194
1588,1,3,38,38
1589,1,3,104,104
1590,1,3,191,191
1591,1,3,53,53
1592,1,3,152,152
1593,1,3,191,191
1594,1,3,107,107
1595,1,3,20,20
1596,1,3,40,40
1597,1,3,40,40
1598,1,3,47,47
1599,1,3,19,19
1600,1,3,38,38
1601,1,3,48,48
1602,1,3,72,72
1603,1,7,125,125
1604,1,3,29,29
1605,1,10,33,33
1606,1,7,52,52
1607,1,5,129,129
1608,1,2,31,31
1609,1,10,33,33
1610,1,7,17,17
1611,1,2,65,65
1612,1,11,59,59
1613,1,7,117,117
1614,1,7,196,196
1615,1,3,47,47
1616,1,7,197,197
1617,1,3,195,195
1618,1,7,120,120
1619,1,7,77,77
1620,1,7,84,84
1621,1,3,47,47
1622,1,7,136,136
1623,1,7,17,17
1624,1,8,74,74
1625,1,6,124,124
1626,1,7,108,108
1627,1,7,198,198
1628,1,7,52,52
1629,1,5,36,36
1630,1,7,84,84
1631,1,6,124,124
1632,1,5,190,190
1633,1,7,199,199
1634,1,7,39,39
1635,1,15,109,109
1636,1,3,80,80
1637,1,6,15,15
1638,1,5,188,188
1639,1,2,2,2
1640,1,4,9,9
1641,1,13,183,183
1642,1,7,199,199
1643,1,5,30,30
1644,1,7,17,17
1645,1,7,17,17
1646,1,7,17,17
1647,1,7,77,77
1648,1,7,198,198
1649,1,7,77,77
1650,1,7,77,77
1651,1,14,164,164
1652,1,3,119,119
1653,1,2,10,10
1654,1,12,50,50
1655,1,5,188,188
1656,1,7,197,197
1657,1,7,120,120
1658,1,7,199,199
1659,1,5,7,7
1660,1,3,42,42
1661,1,3,69,69
1662,1,13,183,183
1663,1,7,84,84
1664,1,3,200,200
1665,1,3,97,97
1666,1,7,77,77
1667,1,3,141,141
1668,1,3,175,175
1669,1,7,17,17
1670,1,7,136,136
1671,1,12,50,50
1672,1,2,65,65
1673,1,5,188,188
1674,1,5,14,14
1675,1,12,130,130
1676,1,7,17,17
1677,1,5,96,96
1678,1,7,77,77
1679,1,5,190,190
1680,1,7,39,39
1681,1,13,180,180
1682,1,8,74,74
1683,1,2,2,2
1684,1,3,97,97
1685,1,4,92,92
1686,1,7,77,77
1687,1,13,183,183
1688,1,7,77,77
1689,1,2,201,201
1690,1,7,77,77
1691,1,3,114,114
1692,1,7,77,77
1693,1,8,74,74
1694,1,7,17,17
1695,1,5,16,16
1696,1,3,3,3
1697,1,3,176,176
1698,1,11,34,34
1699,1,7,77,77
1700,1,5,190,190
1701,1,3,3,3
1702,1,7,77,77
1703,1,7,108,108
1704,1,5,7,7
1705,1,12,68,68
1706,1,14,164,164
1707,1,7,77,77
1708,1,6,124,124
1709,1,3,83,83
1710,1,5,14,14
1711,1,5,189,189
1712,1,4,92,92
1713,1,8,74,74
1714,1,7,52,52
1715,1,8,24,24
1716,1,7,17,17
1717,1,7,45,45
1718,1,7,39,39
1719,1,3,179,179
1720,1,7,17,17
1721,1,7,77,77
1722,1,3,97,97
1723,1,7,136,136
1724,1,2,2,2
1725,1,3,5,5
1726,1,7,17,17
1727,1,7,17,17
1728,1,6,15,15
1729,1,14,62,62
1730,1,7,77,77
1731,1,3,202,202
1732,1,7,17,17
1733,1,7,77,77
1734,1,7,45,45
1735,1,7,117,117
1736,1,11,59,59
1737,1,5,188,188
1738,1,11,59,59
1739,1,7,77,77
1740,1,5,189,189
1741,1,12,130,130
1742,1,14,62,62
1743,1,6,35,35
1744,1,7,108,108
1745,1,8,81,81
1746,1,7,198,198
1747,1,7,77,77
1748,1,14,62,62
1749,1,3,97,97
1750,1,6,15,15
1751,1,5,188,188
1752,1,7,39,39
1753,1,7,77,77
1754,1,5,188,188
1755,1,5,30,30
1756,1,13,180,180
1757,1,7,77,77
1758,1,6,124,124
1759,1,1,87,87
1760,1,7,117,117
1761,1,7,197,197
1762,1,7,39,39
1763,1,7,77,77
1764,1,7,77,77
1765,1,7,197,197
1766,1,7,17,17
1767,1,7,17,17
1768,1,8,81,81
1769,1,7,17,17
1770,1,6,124,124
1771,1,13,180,180
1772,1,7,120,120
1773,1,7,17,17
1774,1,5,30,30
1775,1,5,190,190
1776,1,7,77,77
1777,1,6,124,124
1778,1,7,77,77
1779,1,3,80,80
1780,1,2,2,2
1781,1,7,120,120
1782,1,7,196,196
1783,1,5,36,36
1784,1,15,109,109
1785,1,3,97,97
1786,1,7,77,77
1787,1,11,34,34
1788,1,1,203,203
1789,1,7,39,39
1790,1,7,17,17
1791,1,3,200,200
1792,1,3,95,95
1793,1,7,136,136
1794,1,7,77,77
1795,1,6,124,124
1796,1,6,35,35
1797,1,3,3,3
1798,1,8,142,142
1799,1,8,142,142
1800,1,7,77,77
1801,1,7,17,17
1802,1,7,120,120
1803,1,7,108,108
1804,1,4,6,6
1805,1,5,16,16
1806,1,4,9,9
1807,1,3,21,21
1808,1,1,18,18
1809,1,9,26,26
1810,1,5,36,36
1811,1,10,28,28
1812,1,1,1,1
1813,1,7,39,39
1814,1,3,90,90
1815,1,5,30,30
1816,1,2,10,10
1817,1,3,5,5
1818,1,3,46,46
1819,1,3,46,46
1820,1,3,49,49
1821,1,3,48,48
1822,1,11,34,34
1823,1,9,43,43
1824,1,12,50,50
1825,1,3,3,3
1826,1,3,54,54
1827,1,1,55,55
1828,1,5,16,16
1829,1,11,34,34
1830,1,3,3,3
1831,1,3,57,57
1832,1,5,14,14
1833,1,7,64,64
1834,1,3,20,20
1835,1,2,22,22
1836,1,13,61,61
1837,1,14,62,62
1838,1,3,12,12
1839,1,3,67,67
1840,1,1,1,1
1841,1,12,68,68
1842,1,12,50,50
1843,1,3,69,69
1844,1,12,50,50
1845,1,8,74,74
1846,1,3,72,72
1847,1,2,10,10
1848,1,7,39,39
1849,1,7,25,25
1850,1,3,82,82
1851,1,5,30,30
1852,1,6,86,86
1853,1,7,39,39
1854,1,1,1,1
1855,1,13,79,79
1856,1,1,18,18
1857,1,1,18,18
1858,1,4,92,92
1859,1,3,93,93
1860,1,5,96,96
1861,1,7,58,58
1862,1,4,92,92
1863,1,3,89,89
1864,1,2,22,22
1865,1,3,53,53
1866,1,5,14,14
1867,1,3,11,11
1868,1,4,92,92
1869,1,2,101,101
1870,1,5,14,14
1871,1,8,24,24
1872,1,1,203,203
1873,1,3,102,102
1874,1,3,53,53
1875,1,6,15,15
1876,1,4,9,9
1877,1,4,9,9
1878,1,1,91,91
1879,1,8,105,105
1880,1,3,83,83
1881,1,1,18,18
1882,1,6,106,106
1883,1,2,2,2
1884,1,1,1,1
1885,1,3,13,13
1886,1,7,108,108
1887,1,15,109,109
1888,1,6,106,106
1889,1,3,73,73
1890,1,3,100,100
1891,1,7,58,58
1892,1,6,112,112
1893,1,3,85,85
1894,1,12,50,50
1895,1,3,90,90
1896,1,3,73,73
1897,1,3,5,5
1898,1,3,116,116
1899,1,1,110,110
1900,1,7,17,17
1901,1,3,49,49
1902,1,12,50,50
1903,1,5,36,36
1904,1,3,89,89
1905,1,1,37,37
1906,1,2,2,2
1907,1,5,99,99
1908,1,7,58,58
1909,1,6,15,15
1910,1,9,118,118
1911,1,3,119,119
1912,1,7,45,45
1913,1,1,18,18
1914,1,7,45,45
1915,1,1,1,1
1916,1,3,94,94
1917,1,6,106,106
1918,1,2,65,65
1919,1,3,95,95
1920,1,7,108,108
1921,1,6,124,124
1922,1,14,62,62
1923,1,6,112,112
1924,1,1,18,18
1925,1,7,132,132
1926,1,3,126,126
1927,1,5,14,14
1928,1,3,76,76
1929,1,4,92,92
1930,1,8,105,105
1931,1,3,13,13
1932,1,15,128,128
1933,1,2,22,22
1934,1,2,2,2
1935,1,1,127,127
1936,1,7,117,117
1937,1,3,100,100
1938,1,3,54,54
1939,1,3,103,103
1940,1,7,84,84
1941,1,5,188,188
1942,1,7,84,84
1943,1,7,39,39
1944,1,1,51,51
1945,1,3,41,41
1946,1,3,126,126
1947,1,7,39,39
1948,1,7,45,45
1949,1,3,181,181
1950,1,6,35,35
1951,1,7,131,131
1952,1,7,117,117
1953,1,2,31,31
1954,1,2,31,31
1955,1,7,132,132
1956,1,3,137,137
1957,1,3,100,100
1958,1,3,89,89
1959,1,8,135,135
1960,1,3,107,107
1961,1,11,139,139
1962,1,7,58,58
1963,1,7,77,77
1964,1,3,69,69
1965,1,7,64,64
1966,1,3,66,66
1967,1,15,134,134
1968,1,3,5,5
1969,1,11,139,139
1970,1,2,98,98
1971,1,9,172,172
1972,1,3,48,48
1973,1,2,115,115
1974,1,3,145,145
1975,1,11,146,146
1976,1,15,109,109
1977,1,3,70,70
1978,1,15,109,109
1979,1,3,38,38
1980,1,9,148,148
1981,1,10,28,28
1982,1,3,47,47
1983,1,11,149,149
1984,1,3,21,21
1985,1,7,64,64
1986,1,3,151,151
1987,1,3,76,76
1988,1,7,63,63
1989,1,3,76,76
1990,1,3,5,5
1991,1,3,56,56
1992,1,1,27,27
1993,1,3,82,82
1994,1,3,5,5
1995,1,6,154,154
1996,1,11,156,156
1997,1,8,135,135
1998,1,5,16,16
1999,1,7,77,77
2000,1,8,81,81
2001,1,11,157,157
2002,1,3,155,155
2003,1,3,158,158
2004,1,3,158,158
2005,1,5,129,129
2006,1,11,139,139
2007,1,3,21,21
2008,1,6,124,124
2009,1,3,11,11
2010,1,3,8,8
2011,1,9,159,159
2012,1,9,43,43
2013,1,9,43,43
2014,1,3,160,160
2015,1,7,120,120
2016,1,5,7,7
2017,1,7,45,45
2018,1,11,139,139
2019,1,2,22,22
2020,1,3,41,41
2021,1,3,47,47
2022,1,8,163,163
2023,1,14,164,164
2024,1,11,144,144
2025,1,3,80,80
2026,1,3,88,88
2027,1,3,88,88
2028,1,9,161,161
2029,1,12,130,130
2030,1,3,48,48
2031,1,3,3,3
2032,1,9,150,150
2033,1,3,21,21
2034,1,3,165,165
2035,1,9,150,150
2036,1,3,66,66
2037,1,3,40,40
2038,1,9,26,26
2039,1,7,166,166
2040,1,3,48,48
2041,1,3,71,71
2042,1,9,150,150
2043,1,3,107,107
2044,1,2,98,98
2045,1,15,134,134
2046,1,3,70,70
2047,1,8,163,163
2048,1,11,157,157
2049,1,2,22,22
2050,1,2,170,170
2051,1,11,144,144
2052,1,3,67,67
2053,1,3,19,19
2054,1,8,24,24
2055,1,8,24,24
2056,1,3,4,4
2057,1,3,162,162
2058,1,3,173,173
2059,1,3,138,138
2060,1,3,88,88
2061,1,3,138,138
2062,1,2,2,2
2063,1,7,198,198
2064,1,3,104,104
2065,1,3,104,104
2066,1,13,79,79
2067,1,3,174,174
2068,1,11,139,139
2069,1,3,175,175
2070,1,11,139,139
2071,1,8,24,24
2072,1,9,159,159
2073,1,7,121,121
2074,1,8,142,142
2075,1,15,109,109
2076,1,3,42,42
2077,1,3,174,174
2078,1,13,113,113
2079,1,9,161,161
2080,1,3,193,193
2081,1,6,154,154
2082,1,3,82,82
2083,1,7,77,77
2084,1,1,168,168
2085,1,8,105,105
2086,1,3,126,126
2087,1,3,42,42
2088,1,9,161,161
2089,1,3,104,104
2090,1,3,138,138
2091,1,3,56,56
2092,1,7,121,121
2093,1,3,20,20
2094,1,6,124,124
2095,1,9,26,26
2096,1,5,96,96
2097,1,3,42,42
2098,1,6,112,112
2099,1,3,38,38
2100,1,3,169,169
2101,1,13,180,180
2102,1,7,63,63
2103,1,3,73,73
2104,1,5,99,99
2105,1,11,144,144
2106,1,3,143,143
2107,1,8,81,81
2108,1,3,56,56
2109,1,9,161,161
2110,1,3,126,126
2111,1,9,161,161
2112,1,1,87,87
2113,1,3,119,119
2114,1,3,138,138
2115,1,11,157,157
2116,1,11,157,157
2117,1,10,123,123
2118,1,3,42,42
2119,1,3,5,5
2120,1,3,82,82
2121,1,3,82,82
2122,1,3,75,75
2123,1,9,161,161
2124,1,1,27,27
2125,1,2,10,10
2126,1,15,109,109
2127,1,3,11,11
2128,1,7,58,58
2129,1,3,138,138
2130,1,3,88,88
2131,1,2,185,185
2132,1,3,176,176
2133,1,14,140,140
2134,1,3,186,186
2135,1,3,186,186
2136,1,9,161,161
2137,1,5,188,188
2138,1,3,182,182
2139,1,3,187,187
2140,1,9,161,161
2141,1,7,136,136
2142,1,3,73,73
2143,1,1,122,122
2144,1,3,13,13
2145,1,8,24,24
2146,1,8,142,142
2147,1,9,161,161
2148,1,8,135,135
2149,1,3,126,126
2150,1,7,121,121
2151,1,7,121,121
2152,1,3,49,49
2153,1,3,42,42
2154,1,3,126,126
2155,1,3,179,179
2156,1,3,29,29
2157,1,7,121,121
2158,1,7,121,121
2159,1,3,42,42
2160,1,3,89,89
2161,1,9,161,161
2162,1,3,80,80
2163,1,7,121,121
2164,1,11,139,139
2165,1,3,178,178
2166,1,9,161,161
2167,1,3,41,41
2168,1,3,41,41
2169,1,8,81,81
2170,1,7,77,77
2171,1,3,93,93
2172,1,9,161,161
2173,1,3,42,42
2174,1,11,144,144
2175,1,11,34,34
2176,1,10,33,33
2177,1,9,161,161
2178,1,7,63,63
2179,1,3,41,41
2180,1,7,63,63
2181,1,9,43,43
2182,1,6,112,112
2183,1,11,157,157
2184,1,6,112,112
2185,1,8,81,81
2186,1,8,81,81
2187,1,3,191,191
2188,1,10,123,123
2189,1,9,147,147
2190,1,2,2,2
2191,1,3,181,181
2192,1,1,37,37
2193,1,12,50,50
2194,1,3,53,53
2195,1,3,3,3
2196,1,3,21,21
2197,1,3,38,38
2198,1,3,12,12
2199,1,3,80,80
2200,1,3,88,88
2201,1,3,80,80
2202,1,3,80,80
2203,1,3,71,71
2204,1,3,71,71
2205,1,3,13,13
2206,1,3,44,44
2207,1,3,48,48
2208,1,3,85,85
2209,1,3,102,102
2210,1,3,107,107
2211,1,3,93,93
2212,1,3,133,133
2213,1,3,194,194
2214,1,3,182,182
2215,1,3,171,171
2216,1,3,171,171
2217,1,3,171,171
2218,1,3,102,102
2219,1,3,11,11
2220,1,3,177,177
2221,1,3,153,153
2222,1,3,48,48
2223,1,3,38,38
2224,1,3,182,182
2225,1,3,76,76
2226,1,3,94,94
2227,1,3,191,191
2228,1,3,38,38
2229,1,3,119,119
2230,1,3,104,104
2231,1,3,104,104
2232,1,3,11,11
2233,1,3,187,187
2234,1,1,192,192
2235,1,3,11,11
2236,1,3,181,181
2237,1,1,18,18
2238,1,1,18,18
2239,1,3,47,47
2240,1,3,53,53
2241,1,3,29,29
2242,1,7,52,52
2243,1,2,31,31
2244,1,2,65,65
2245,1,11,59,59
2246,1,7,196,196
2247,1,7,197,197
2248,1,5,96,96
2249,1,7,120,120
2250,1,7,84,84
2251,1,7,84,84
2252,1,7,84,84
2253,1,3,72,72
2254,1,5,96,96
2255,1,8,74,74
2256,1,7,17,17
2257,1,7,45,45
2258,1,7,136,136
2259,1,7,17,17
2260,1,7,17,17
2261,1,3,184,184
2262,1,7,17,17
2263,1,7,17,17
2264,1,7,17,17
2265,1,5,7,7
2266,1,5,7,7
2267,1,5,190,190
2268,1,7,199,199
2269,1,8,81,81
2270,1,3,176,176
2271,1,2,98,98
2272,1,15,109,109
2273,1,5,188,188
2274,1,5,188,188
2275,1,5,7,7
2276,1,3,95,95
2277,1,3,95,95
2278,1,7,120,120
2279,1,3,95,95
2280,1,5,7,7
2281,1,5,7,7
2282,1,5,7,7
2283,1,13,183,183
2284,1,2,2,2
2285,1,5,96,96
2286,1,5,96,96
2287,1,7,77,77
2288,1,7,77,77
2289,1,5,190,190
2290,1,3,103,103
2291,1,9,172,172
2292,1,13,180,180
2293,1,3,3,3
2294,1,7,77,77
2295,1,7,77,77
2296,1,13,183,183
2297,1,2,201,201
2298,1,7,39,39
2299,1,3,195,195
2300,1,3,176,176
2301,1,8,24,24
2302,1,2,98,98
2303,1,12,68,68
2304,1,6,124,124
2305,1,5,14,14
2306,1,3,104,104
2307,1,7,39,39
2308,1,7,58,58
2309,1,7,58,58
2310,1,7,58,58
2311,1,7,136,136
2312,1,3,97,97
2313,1,3,176,176
2314,1,7,58,58
2315,1,7,58,58
2316,1,6,15,15
2317,1,14,62,62
2318,1,14,62,62
2319,1,14,62,62
2320,1,7,77,77
2321,1,7,77,77
2322,1,7,77,77
2323,1,3,202,202
2324,1,7,77,77
2325,1,7,84,84
2326,1,12,50,50
2327,1,12,50,50
2328,1,3,97,97
2329,1,6,124,124
2330,1,6,124,124
2331,1,8,24,24
2332,1,8,24,24
2333,1,13,180,180
2334,1,8,24,24
2335,1,6,124,124
2336,1,6,124,124
2337,1,6,124,124
2338,1,6,124,124
2339,1,6,124,124
2340,1,6,124,124
2341,1,6,124,124
2342,1,6,124,124
2343,1,6,124,124
2344,1,6,124,124
2345,1,8,24,24
2346,1,7,77,77
2347,1,7,77,77
2348,1,7,77,77
2349,1,7,77,77
2350,1,11,59,59
2351,1,7,77,77
2352,1,7,77,77
2353,1,7,77,77
2354,1,7,77,77
2355,1,7,77,77
2356,1,7,77,77
2357,1,7,77,77
2358,1,7,77,77
2359,1,7,77,77
2360,1,7,77,77
2361,1,7,77,77
2362,1,7,77,77
2363,1,7,77,77
2364,1,7,77,77
2365,1,7,77,77
2366,1,7,77,77
2367,1,7,77,77
2368,1,7,77,77
2369,1,5,36,36
2370,1,5,189,189
2371,1,7,17,17
2372,1,13,183,183
2373,1,13,183,183
2374,1,7,108,108
2375,1,7,108,108
