"node_id","membership_modificado","final_module"
2138,182,182
2139,187,187
2140,161,161
2141,136,136
2142,73,73
2143,122,122
2144,13,13
2145,24,24
2146,142,142
2147,161,161
2148,135,135
2149,126,126
2150,121,121
2151,121,121
2152,49,49
2153,42,42
2154,126,126
2155,179,179
2156,29,29
2157,121,121
2158,121,121
2159,42,42
2160,89,89
2161,161,161
2162,80,80
2163,121,121
2164,139,139
2165,178,178
2166,161,161
2167,41,41
2168,41,41
2169,81,81
2170,77,77
2171,93,93
2172,161,161
2173,42,42
2174,144,144
2175,34,34
2176,33,33
2177,161,161
2178,63,63
2179,41,41
2180,63,63
2181,43,43
2182,112,112
2183,157,157
2184,112,112
2185,81,81
2186,81,81
2187,191,191
2188,123,123
2189,147,147
2190,2,2
2191,181,181
2192,37,37
2193,50,50
2194,53,53
2195,3,3
2196,21,21
2197,38,38
2198,12,12
2199,80,80
2200,88,88
2201,80,80
2202,80,80
2203,71,71
2204,71,71
2205,13,13
2206,44,44
2207,48,48
2208,85,85
2209,102,102
2210,107,107
2211,93,93
2212,133,133
2213,194,194
2214,182,182
2215,171,171
2216,171,171
2217,171,171
2218,102,102
2219,11,11
2220,177,177
2221,153,153
2222,48,48
2223,38,38
2224,182,182
2225,76,76
2226,94,94
2227,191,191
2228,38,38
2229,119,119
2230,104,104
2231,104,104
2232,11,11
2233,187,187
2234,192,192
2235,11,11
2236,181,181
2237,18,18
2238,18,18
2239,47,47
2240,53,53
2241,29,29
2242,52,52
2243,31,31
2244,65,65
2245,59,59
2246,196,196
2247,197,197
2248,96,96
2249,120,120
2250,84,84
2251,84,84
2252,84,84
2253,72,72
2254,96,96
2255,74,74
2256,17,17
2257,45,45
2258,136,136
2259,17,17
2260,17,17
2261,184,184
2262,17,17
2263,17,17
2264,17,17
2265,7,7
2266,7,7
2267,190,190
2268,199,199
2269,81,81
2270,176,176
2271,98,98
2272,109,109
2273,188,188
2274,188,188
2275,7,7
2276,95,95
2277,95,95
2278,120,120
2279,95,95
2280,7,7
2281,7,7
2282,7,7
2283,183,183
2284,2,2
2285,96,96
2286,96,96
2287,77,77
2288,77,77
2289,190,190
2290,103,103
2291,172,172
2292,180,180
2293,3,3
2294,77,77
2295,77,77
2296,183,183
2297,201,201
2298,39,39
2299,195,195
2300,176,176
2301,24,24
2302,98,98
2303,68,68
2304,124,124
2305,14,14
2306,104,104
2307,39,39
2308,58,58
2309,58,58
2310,58,58
2311,136,136
2312,97,97
2313,176,176
2314,58,58
2315,58,58
2316,15,15
2317,62,62
2318,62,62
2319,62,62
2320,77,77
2321,77,77
2322,77,77
2323,202,202
2324,77,77
2325,84,84
2326,50,50
2327,50,50
2328,97,97
2329,124,124
2330,124,124
2331,24,24
2332,24,24
2333,180,180
2334,24,24
2335,124,124
2336,124,124
2337,124,124
2338,124,124
2339,124,124
2340,124,124
2341,124,124
2342,124,124
2343,124,124
2344,124,124
2345,24,24
2346,77,77
2347,77,77
2348,77,77
2349,77,77
2350,59,59
2351,77,77
2352,77,77
2353,77,77
2354,77,77
2355,77,77
2356,77,77
2357,77,77
2358,77,77
2359,77,77
2360,77,77
2361,77,77
2362,77,77
2363,77,77
2364,77,77
2365,77,77
2366,77,77
2367,77,77
2368,77,77
2369,36,36
2370,189,189
2371,17,17
2372,183,183
2373,183,183
2374,108,108
2375,108,108
