"node_id","macro_comunidad","micro_comunidad","modulo_superior_detectado","final_module"
1357,2,56,2,50
1358,2,51,2,42
1359,2,50,2,41
1360,2,45,2,51
1361,2,32,2,55
1362,2,56,2,50
1363,2,55,2,32
1364,2,35,2,37
1365,2,43,2,53
1366,2,42,2,40
1367,2,47,2,56
1368,2,45,2,51
1369,2,51,2,42
1370,2,46,2,44
1371,2,42,2,40
1372,2,52,2,52
1373,2,54,2,38
1374,2,43,2,53
1375,2,43,2,53
1376,2,35,2,37
1377,2,41,2,34
1378,2,32,2,55
1379,2,51,2,42
1380,2,39,2,48
1381,2,52,2,52
1382,2,48,2,39
1383,2,41,2,34
1384,2,53,2,36
1385,2,50,2,41
1386,2,52,2,52
1387,2,32,2,55
1388,2,49,2,43
1389,2,36,2,54
1390,2,47,2,56
1391,2,48,2,39
1392,2,48,2,39
1393,2,33,2,49
1394,2,44,2,46
1395,2,40,2,35
1396,2,40,2,35
1397,2,41,2,34
1398,2,52,2,52
1399,2,50,2,41
1400,2,32,2,55
1401,2,49,2,43
1402,2,47,2,56
1403,2,45,2,51
1404,2,44,2,46
1405,2,48,2,39
1406,2,37,2,47
1407,2,44,2,46
1408,2,33,2,49
1409,2,49,2,43
1410,2,49,2,43
1411,2,36,2,54
1412,2,55,2,32
1413,2,43,2,53
1414,2,50,2,41
1415,2,44,2,46
1416,2,33,2,49
1417,2,46,2,44
1418,2,56,2,50
1419,2,42,2,40
1420,2,35,2,37
1421,2,33,2,49
1422,2,53,2,36
1423,2,45,2,51
1424,2,51,2,42
1425,2,39,2,48
1426,2,40,2,35
1427,2,42,2,40
1428,2,47,2,56
1429,2,49,2,43
1430,2,52,2,52
1431,2,43,2,53
1432,2,37,2,47
1433,2,42,2,40
1434,2,41,2,34
1435,2,54,2,38
1436,2,42,2,40
1437,2,35,2,37
1438,2,35,2,37
1439,2,42,2,40
1440,2,38,2,33
1441,2,36,2,54
1442,2,37,2,47
1443,2,50,2,41
1444,2,41,2,34
1445,2,52,2,52
1446,2,56,2,50
1447,2,42,2,40
1448,2,55,2,32
1449,2,50,2,41
1450,2,46,2,44
1451,2,41,2,34
1452,2,56,2,50
1453,2,50,2,41
1454,2,32,2,55
1455,2,43,2,53
1456,2,37,2,47
1457,2,46,2,44
1458,2,44,2,46
1459,2,52,2,52
1460,2,56,2,50
1461,2,44,2,46
1462,2,54,2,38
1463,2,52,2,52
1464,2,41,2,34
1465,2,53,2,36
1466,2,53,2,36
1467,2,34,2,45
1468,2,44,2,46
1469,2,40,2,35
1470,2,36,2,54
1471,2,52,2,52
1472,2,33,2,49
1473,2,38,2,33
1474,2,54,2,38
1475,2,50,2,41
1476,2,50,2,41
1477,2,36,2,54
1478,2,44,2,46
1479,2,41,2,34
1480,2,49,2,43
1481,2,48,2,39
1482,2,40,2,35
1483,2,41,2,34
1484,2,55,2,32
1485,2,40,2,35
1486,2,48,2,39
1487,2,47,2,56
1488,2,36,2,54
1489,2,48,2,39
1490,2,40,2,35
1491,2,40,2,35
1492,2,48,2,39
1493,2,49,2,43
1494,2,36,2,54
1495,2,37,2,47
1496,2,55,2,32
1497,2,34,2,45
1498,2,44,2,46
1499,2,42,2,40
1500,2,39,2,48
1501,2,49,2,43
1502,2,42,2,40
1503,2,54,2,38
1504,2,37,2,47
1505,2,34,2,45
1506,2,39,2,48
1507,2,50,2,41
1508,2,51,2,42
1509,2,44,2,46
1510,2,41,2,34
1511,2,48,2,39
1512,2,45,2,51
1513,2,37,2,47
1514,2,38,2,33
1515,2,45,2,51
1516,2,34,2,45
1517,2,40,2,35
1518,2,47,2,56
1519,2,41,2,34
1520,2,46,2,44
1521,2,36,2,54
1522,2,36,2,54
1523,2,46,2,44
1524,2,50,2,41
1525,2,40,2,35
1526,2,48,2,39
1527,2,36,2,54
1528,2,54,2,38
1529,2,51,2,42
1530,2,50,2,41
1531,2,44,2,46
1532,2,50,2,41
1533,2,44,2,46
1534,2,55,2,32
1535,2,49,2,43
1536,2,43,2,53
1537,2,38,2,33
1538,2,48,2,39
1539,2,48,2,39
1540,2,51,2,42
1541,2,38,2,33
1542,2,56,2,50
1543,2,36,2,54
1544,2,54,2,38
1545,2,53,2,36
1546,2,38,2,33
1547,2,49,2,43
1548,2,43,2,53
1549,2,33,2,49
1550,2,37,2,47
1551,2,40,2,35
1552,2,43,2,53
1553,2,48,2,39
1554,2,32,2,55
1555,2,47,2,56
1556,2,48,2,39
1557,2,50,2,41
1558,2,53,2,36
1559,2,46,2,44
1560,2,32,2,55
1561,2,43,2,53
1562,2,55,2,32
1563,2,45,2,51
1564,2,52,2,52
1565,2,39,2,48
1566,2,39,2,48
1567,2,42,2,40
1568,2,44,2,46
1569,2,56,2,50
1570,2,54,2,38
1571,2,34,2,45
1572,2,33,2,49
1573,2,56,2,50
1574,2,51,2,42
1575,2,50,2,41
1576,2,46,2,44
1577,2,44,2,46
1578,2,53,2,36
1579,2,39,2,48
1580,2,39,2,48
1581,2,40,2,35
1582,2,36,2,54
1583,2,43,2,53
1584,2,52,2,52
1585,2,53,2,36
1586,2,49,2,43
1587,2,49,2,43
1588,2,32,2,55
1589,2,55,2,32
1590,2,36,2,54
1591,2,38,2,33
1592,2,36,2,54
1593,2,44,2,46
1594,2,56,2,50
1595,2,48,2,39
1596,2,54,2,38
1597,2,52,2,52
1598,2,35,2,37
1599,2,33,2,49
1600,2,41,2,34
1601,2,37,2,47
1602,2,51,2,42
1603,2,36,2,54
1604,2,52,2,52
1605,2,50,2,41
1606,2,41,2,34
1607,2,34,2,45
1608,2,48,2,39
1609,2,39,2,48
1610,2,38,2,33
1611,2,39,2,48
1612,2,50,2,41
1613,2,32,2,55
1614,2,38,2,33
1615,2,38,2,33
1616,2,40,2,35
1617,2,34,2,45
1618,2,55,2,32
1619,2,39,2,48
1620,2,42,2,40
1621,2,40,2,35
1622,2,55,2,32
1623,2,41,2,34
1624,2,42,2,40
1625,2,49,2,43
1626,2,44,2,46
1627,2,50,2,41
1628,2,47,2,56
1629,2,53,2,36
1630,2,48,2,39
1631,2,44,2,46
1632,2,51,2,42
1633,2,42,2,40
1634,2,46,2,44
1635,2,35,2,37
1636,2,48,2,39
1637,2,51,2,42
1638,2,33,2,49
1639,2,44,2,46
1640,2,55,2,32
1641,2,49,2,43
1642,2,47,2,56
1643,2,36,2,54
1644,2,41,2,34
1645,2,46,2,44
1646,2,48,2,39
1647,2,39,2,48
1648,2,53,2,36
1649,2,34,2,45
1650,2,47,2,56
1651,2,43,2,53
1652,2,35,2,37
1653,2,48,2,39
1654,2,35,2,37
1655,2,36,2,54
1656,2,40,2,35
1657,2,49,2,43
1658,2,37,2,47
1659,2,55,2,32
1660,2,51,2,42
1661,2,38,2,33
1662,2,37,2,47
1663,2,47,2,56
1664,2,38,2,33
1665,2,37,2,47
1666,2,37,2,47
1667,2,53,2,36
1668,2,45,2,51
1669,2,44,2,46
1670,2,33,2,49
1671,2,44,2,46
1672,2,56,2,50
1673,2,46,2,44
1674,2,48,2,39
1675,2,43,2,53
1676,2,46,2,44
1677,2,53,2,36
1678,2,50,2,41
1679,2,52,2,52
1680,2,33,2,49
1681,2,48,2,39
1682,2,54,2,38
1683,2,39,2,48
1684,2,52,2,52
1685,2,40,2,35
1686,2,55,2,32
1687,2,40,2,35
1688,2,44,2,46
1689,2,50,2,41
1690,2,35,2,37
1691,2,38,2,33
1692,2,35,2,37
1693,2,32,2,55
1694,2,46,2,44
1695,2,38,2,33
1696,2,45,2,51
1697,2,55,2,32
1698,2,45,2,51
1699,2,38,2,33
1700,2,47,2,56
1701,2,53,2,36
1702,2,34,2,45
1703,2,54,2,38
1704,2,39,2,48
1705,2,32,2,55
1706,2,43,2,53
1707,2,47,2,56
1708,2,48,2,39
1709,2,39,2,48
1710,2,48,2,39
1711,2,35,2,37
1712,2,55,2,32
1713,2,34,2,45
1714,2,41,2,34
1715,2,32,2,55
1716,2,38,2,33
1717,2,35,2,37
1718,2,37,2,47
1719,2,48,2,39
1720,2,38,2,33
1721,2,35,2,37
1722,2,49,2,43
1723,2,32,2,55
1724,2,56,2,50
1725,2,32,2,55
1726,2,41,2,34
1727,2,38,2,33
1728,2,54,2,38
1729,2,53,2,36
1730,2,42,2,40
1731,2,37,2,47
1732,2,37,2,47
1733,2,52,2,52
1734,2,34,2,45
1735,2,39,2,48
1736,2,41,2,34
1737,2,51,2,42
1738,2,52,2,52
1739,2,36,2,54
1740,2,34,2,45
1741,2,34,2,45
1742,2,53,2,36
1743,2,46,2,44
1744,2,33,2,49
1745,2,51,2,42
1746,2,46,2,44
1747,2,51,2,42
1748,2,35,2,37
1749,2,34,2,45
1750,2,38,2,33
1751,2,33,2,49
1752,2,51,2,42
1753,2,55,2,32
1754,2,52,2,52
1755,2,33,2,49
1756,2,44,2,46
1757,2,41,2,34
1758,2,34,2,45
1759,2,34,2,45
1760,2,33,2,49
1761,2,44,2,46
1762,2,51,2,42
1763,2,39,2,48
1764,2,34,2,45
1765,2,48,2,39
1766,2,55,2,32
1767,2,45,2,51
1768,2,51,2,42
1769,2,36,2,54
1770,2,51,2,42
1771,2,37,2,47
1772,2,50,2,41
1773,2,51,2,42
1774,2,42,2,40
1775,2,45,2,51
1776,2,45,2,51
1777,2,43,2,53
1778,2,35,2,37
1779,2,42,2,40
1780,2,33,2,49
1781,2,38,2,33
1782,2,35,2,37
1783,2,53,2,36
1784,2,49,2,43
1785,2,53,2,36
1786,2,44,2,46
1787,2,41,2,34
1788,2,52,2,52
1789,2,35,2,37
1790,2,39,2,48
1791,2,44,2,46
1792,2,55,2,32
1793,2,45,2,51
1794,2,44,2,46
1795,2,35,2,37
1796,2,50,2,41
1797,2,48,2,39
1798,2,42,2,40
1799,2,34,2,45
1800,2,48,2,39
1801,2,40,2,35
1802,2,40,2,35
1803,2,50,2,41
1804,2,44,2,46
1805,2,49,2,43
1806,2,34,2,45
1807,2,41,2,34
1808,2,46,2,44
1809,2,35,2,37
1810,2,46,2,44
1811,2,48,2,39
1812,2,38,2,33
1813,2,41,2,34
1814,2,43,2,53
1815,2,38,2,33
1816,2,52,2,52
1817,2,37,2,47
1818,2,50,2,41
1819,2,49,2,43
1820,2,48,2,39
1821,2,33,2,49
1822,2,41,2,34
1823,2,37,2,47
1824,2,44,2,46
1825,2,51,2,42
1826,2,39,2,48
1827,2,51,2,42
1828,2,33,2,49
1829,2,46,2,44
1830,2,41,2,34
1831,2,48,2,39
1832,2,46,2,44
1833,2,38,2,33
1834,2,38,2,33
1835,2,40,2,35
1836,2,41,2,34
1837,2,53,2,36
1838,2,49,2,43
1839,2,42,2,40
1840,2,35,2,37
1841,2,44,2,46
1842,2,38,2,33
1843,2,44,2,46
1844,2,35,2,37
1845,2,38,2,33
1846,2,41,2,34
1847,2,37,2,47
1848,2,38,2,33
1849,2,38,2,33
1850,2,44,2,46
1851,2,48,2,39
1852,2,50,2,41
1853,2,35,2,37
1854,2,37,2,47
1855,2,53,2,36
1856,2,39,2,48
1857,2,53,2,36
1858,2,44,2,46
1859,2,51,2,42
1860,2,35,2,37
1861,2,40,2,35
1862,2,44,2,46
1863,2,44,2,46
1864,2,39,2,48
1865,2,38,2,33
1866,2,50,2,41
1867,2,40,2,35
1868,2,37,2,47
1869,2,37,2,47
1870,2,49,2,43
1871,2,49,2,43
1872,2,39,2,48
1873,2,48,2,39
1874,3,77,3,57
1875,3,79,3,58
1876,3,74,3,59
1877,3,83,3,60
1878,3,82,3,61
1879,3,75,3,62
1880,3,72,3,63
1881,3,77,3,57
1882,3,80,3,64
1883,3,68,3,65
1884,3,75,3,62
1885,3,80,3,64
1886,3,66,3,66
1887,3,76,3,67
1888,3,59,3,68
1889,3,71,3,69
1890,3,70,3,70
1891,3,61,3,71
1892,3,62,3,72
1893,3,76,3,67
1894,3,83,3,60
1895,3,70,3,70
1896,3,73,3,73
1897,3,69,3,74
1898,3,61,3,71
1899,3,75,3,62
1900,3,58,3,75
1901,3,78,3,76
1902,3,70,3,70
1903,3,65,3,77
1904,3,73,3,73
1905,3,61,3,71
1906,3,68,3,65
1907,3,84,3,78
1908,3,77,3,57
1909,3,80,3,64
1910,3,75,3,62
1911,3,64,3,79
1912,3,62,3,72
1913,3,79,3,58
1914,3,61,3,71
1915,3,71,3,69
1916,3,67,3,80
1917,3,78,3,76
1918,3,71,3,69
1919,3,72,3,63
1920,3,80,3,64
1921,3,68,3,65
1922,3,58,3,75
1923,3,85,3,81
1924,3,71,3,69
1925,3,73,3,73
1926,3,78,3,76
1927,3,75,3,62
1928,3,85,3,81
1929,3,74,3,59
1930,3,80,3,64
1931,3,73,3,73
1932,3,60,3,82
1933,3,63,3,83
1934,3,63,3,83
1935,3,77,3,57
1936,3,78,3,76
1937,3,63,3,83
1938,3,78,3,76
1939,3,57,3,84
1940,3,78,3,76
1941,3,70,3,70
1942,3,71,3,69
1943,3,69,3,74
1944,3,75,3,62
1945,3,76,3,67
1946,3,57,3,84
1947,3,81,3,85
1948,3,68,3,65
1949,3,68,3,65
1950,3,59,3,68
1951,3,84,3,78
1952,3,81,3,85
1953,3,82,3,61
1954,3,68,3,65
1955,3,68,3,65
1956,3,62,3,72
1957,3,82,3,61
1958,3,72,3,63
1959,3,84,3,78
1960,3,77,3,57
1961,3,65,3,77
1962,3,69,3,74
1963,3,85,3,81
1964,3,58,3,75
1965,3,57,3,84
1966,3,61,3,71
1967,3,69,3,74
1968,3,76,3,67
1969,3,80,3,64
1970,3,76,3,67
1971,3,68,3,65
1972,3,73,3,73
1973,3,74,3,59
1974,3,74,3,59
1975,3,80,3,64
1976,3,60,3,82
1977,3,79,3,58
1978,3,79,3,58
1979,3,78,3,76
1980,3,69,3,74
1981,3,64,3,79
1982,3,59,3,68
1983,3,73,3,73
1984,3,57,3,84
1985,3,77,3,57
1986,3,78,3,76
1987,3,79,3,58
1988,3,78,3,76
1989,3,62,3,72
1990,3,65,3,77
1991,3,69,3,74
1992,3,75,3,62
1993,3,57,3,84
1994,3,77,3,57
1995,3,85,3,81
1996,3,75,3,62
1997,3,67,3,80
1998,3,64,3,79
1999,3,68,3,65
2000,3,73,3,73
2001,3,76,3,67
2002,3,69,3,74
2003,3,74,3,59
2004,3,64,3,79
2005,3,75,3,62
2006,3,74,3,59
2007,3,59,3,68
2008,3,76,3,67
2009,3,85,3,81
2010,3,75,3,62
2011,3,76,3,67
2012,3,70,3,70
2013,3,68,3,65
2014,3,85,3,81
2015,3,63,3,83
2016,3,68,3,65
2017,3,75,3,62
2018,3,73,3,73
2019,3,81,3,85
2020,3,71,3,69
2021,3,63,3,83
2022,3,85,3,81
2023,3,75,3,62
2024,3,83,3,60
2025,3,57,3,84
2026,3,81,3,85
2027,3,67,3,80
2028,3,57,3,84
2029,3,65,3,77
2030,3,62,3,72
2031,3,62,3,72
2032,3,62,3,72
2033,3,60,3,82
2034,3,60,3,82
2035,3,77,3,57
2036,3,77,3,57
2037,3,63,3,83
2038,3,57,3,84
2039,3,59,3,68
2040,3,63,3,83
2041,3,73,3,73
2042,3,69,3,74
2043,3,76,3,67
2044,3,83,3,60
2045,3,69,3,74
2046,3,66,3,66
2047,3,59,3,68
2048,3,81,3,85
2049,3,80,3,64
2050,3,76,3,67
2051,3,57,3,84
2052,3,64,3,79
2053,3,83,3,60
2054,3,61,3,71
2055,3,74,3,59
2056,3,75,3,62
2057,3,59,3,68
2058,3,68,3,65
2059,3,61,3,71
2060,3,85,3,81
2061,3,66,3,66
2062,3,72,3,63
2063,3,74,3,59
2064,3,71,3,69
2065,3,62,3,72
2066,3,73,3,73
2067,3,71,3,69
2068,3,62,3,72
2069,3,73,3,73
2070,3,79,3,58
2071,3,81,3,85
2072,3,58,3,75
2073,3,67,3,80
2074,3,83,3,60
2075,3,63,3,83
2076,3,65,3,77
2077,3,67,3,80
2078,3,61,3,71
2079,3,83,3,60
2080,3,74,3,59
2081,3,63,3,83
2082,3,68,3,65
2083,3,69,3,74
2084,3,80,3,64
2085,3,69,3,74
2086,3,70,3,70
2087,3,62,3,72
2088,3,82,3,61
2089,3,57,3,84
2090,3,59,3,68
2091,3,67,3,80
2092,3,66,3,66
2093,3,72,3,63
2094,3,80,3,64
2095,3,79,3,58
2096,3,81,3,85
2097,3,64,3,79
2098,3,66,3,66
2099,3,60,3,82
2100,3,59,3,68
2101,3,75,3,62
2102,3,72,3,63
2103,3,85,3,81
2104,3,73,3,73
2105,3,74,3,59
2106,3,60,3,82
2107,3,64,3,79
2108,3,65,3,77
2109,3,70,3,70
2110,3,66,3,66
2111,3,80,3,64
2112,3,79,3,58
2113,3,58,3,75
2114,3,75,3,62
2115,3,78,3,76
2116,3,59,3,68
2117,3,65,3,77
2118,3,60,3,82
2119,3,76,3,67
2120,3,63,3,83
2121,3,61,3,71
2122,3,78,3,76
2123,3,74,3,59
2124,3,61,3,71
2125,3,70,3,70
2126,3,80,3,64
2127,3,63,3,83
2128,3,83,3,60
2129,3,65,3,77
2130,3,61,3,71
2131,3,70,3,70
2132,3,58,3,75
2133,3,85,3,81
2134,3,60,3,82
2135,3,77,3,57
2136,3,69,3,74
2137,3,61,3,71
2138,3,60,3,82
2139,3,74,3,59
2140,3,67,3,80
2141,3,76,3,67
2142,3,83,3,60
2143,3,77,3,57
2144,3,82,3,61
2145,3,78,3,76
2146,3,72,3,63
2147,3,76,3,67
2148,3,67,3,80
2149,3,74,3,59
2150,3,61,3,71
2151,3,84,3,78
2152,3,63,3,83
2153,3,66,3,66
2154,3,77,3,57
2155,3,77,3,57
2156,3,80,3,64
2157,3,70,3,70
2158,3,66,3,66
2159,3,84,3,78
2160,3,61,3,71
2161,3,79,3,58
2162,3,77,3,57
2163,3,71,3,69
2164,3,78,3,76
2165,3,78,3,76
2166,3,64,3,79
2167,3,67,3,80
2168,3,71,3,69
2169,3,60,3,82
2170,3,82,3,61
2171,3,79,3,58
2172,3,61,3,71
2173,3,84,3,78
2174,3,71,3,69
2175,3,68,3,65
2176,3,81,3,85
2177,3,74,3,59
2178,3,70,3,70
2179,3,62,3,72
2180,3,79,3,58
2181,3,72,3,63
2182,3,73,3,73
2183,3,70,3,70
2184,3,71,3,69
2185,3,72,3,63
2186,3,75,3,62
2187,3,69,3,74
2188,3,59,3,68
2189,3,78,3,76
2190,3,60,3,82
2191,3,81,3,85
2192,3,68,3,65
2193,3,83,3,60
2194,3,62,3,72
2195,3,76,3,67
2196,3,80,3,64
2197,3,75,3,62
2198,3,69,3,74
2199,3,71,3,69
2200,3,78,3,76
2201,3,62,3,72
2202,3,65,3,77
2203,3,85,3,81
2204,3,75,3,62
2205,3,82,3,61
2206,3,81,3,85
2207,3,76,3,67
2208,3,69,3,74
2209,3,73,3,73
2210,3,69,3,74
2211,3,77,3,57
2212,3,62,3,72
2213,3,59,3,68
2214,3,75,3,62
2215,3,82,3,61
2216,3,73,3,73
2217,3,57,3,84
2218,3,62,3,72
2219,3,79,3,58
2220,3,65,3,77
2221,3,68,3,65
2222,3,72,3,63
2223,3,57,3,84
2224,3,68,3,65
2225,3,82,3,61
2226,3,76,3,67
2227,3,66,3,66
2228,3,63,3,83
2229,3,75,3,62
2230,3,76,3,67
2231,3,66,3,66
2232,3,61,3,71
2233,3,75,3,62
2234,3,82,3,61
2235,3,81,3,85
2236,3,82,3,61
2237,3,79,3,58
2238,3,77,3,57
2239,3,80,3,64
2240,3,82,3,61
2241,3,67,3,80
2242,3,76,3,67
2243,3,59,3,68
2244,3,73,3,73
2245,3,82,3,61
2246,3,78,3,76
2247,3,80,3,64
2248,3,63,3,83
2249,3,73,3,73
2250,3,72,3,63
2251,3,58,3,75
2252,3,71,3,69
2253,3,85,3,81
2254,3,63,3,83
2255,3,84,3,78
2256,3,67,3,80
2257,3,78,3,76
2258,3,69,3,74
2259,3,64,3,79
2260,3,77,3,57
2261,3,59,3,68
2262,3,68,3,65
2263,3,63,3,83
2264,3,70,3,70
2265,3,70,3,70
2266,3,70,3,70
2267,3,69,3,74
2268,3,79,3,58
2269,3,60,3,82
2270,3,84,3,78
2271,3,74,3,59
2272,3,79,3,58
2273,3,75,3,62
2274,3,80,3,64
2275,3,69,3,74
2276,3,75,3,62
2277,3,75,3,62
2278,3,64,3,79
2279,3,64,3,79
2280,3,73,3,73
2281,3,57,3,84
2282,3,66,3,66
2283,3,68,3,65
2284,3,79,3,58
2285,3,70,3,70
2286,3,84,3,78
2287,3,84,3,78
2288,3,66,3,66
2289,3,66,3,66
2290,3,72,3,63
2291,3,70,3,70
2292,3,64,3,79
2293,3,81,3,85
2294,3,71,3,69
2295,3,77,3,57
2296,3,58,3,75
2297,3,83,3,60
2298,3,84,3,78
2299,3,58,3,75
2300,3,80,3,64
2301,3,81,3,85
2302,3,83,3,60
2303,3,82,3,61
2304,3,68,3,65
2305,3,84,3,78
2306,3,65,3,77
2307,3,79,3,58
2308,3,77,3,57
2309,3,85,3,81
2310,3,80,3,64
2311,3,77,3,57
2312,3,73,3,73
2313,3,62,3,72
2314,3,83,3,60
2315,3,68,3,65
2316,3,79,3,58
2317,3,58,3,75
2318,3,61,3,71
2319,3,63,3,83
2320,3,67,3,80
2321,3,60,3,82
2322,3,85,3,81
2323,3,61,3,71
2324,3,65,3,77
2325,3,67,3,80
2326,3,72,3,63
2327,3,60,3,82
2328,3,74,3,59
2329,3,81,3,85
2330,3,83,3,60
2331,3,83,3,60
2332,3,65,3,77
2333,3,65,3,77
2334,3,67,3,80
2335,3,58,3,75
2336,3,74,3,59
2337,3,77,3,57
2338,3,83,3,60
2339,3,64,3,79
2340,3,57,3,84
2341,3,79,3,58
2342,3,78,3,76
2343,3,83,3,60
2344,3,67,3,80
2345,3,85,3,81
2346,3,80,3,64
2347,3,66,3,66
2348,3,66,3,66
2349,3,58,3,75
2350,3,74,3,59
2351,3,80,3,64
2352,3,57,3,84
2353,3,77,3,57
2354,3,81,3,85
2355,3,77,3,57
2356,3,81,3,85
2357,3,73,3,73
2358,3,83,3,60
2359,3,74,3,59
2360,3,59,3,68
2361,3,81,3,85
2362,3,76,3,67
2363,3,58,3,75
2364,3,82,3,61
2365,3,80,3,64
2366,3,85,3,81
2367,3,69,3,74
2368,3,77,3,57
2369,3,65,3,77
2370,3,68,3,65
2371,3,61,3,71
2372,3,80,3,64
2373,3,69,3,74
2374,3,79,3,58
2375,3,77,3,57
2376,3,74,3,59
2377,3,80,3,64
2378,3,71,3,69
2379,3,58,3,75
2380,3,74,3,59
2381,3,77,3,57
2382,3,72,3,63
2383,3,60,3,82
2384,3,77,3,57
2385,3,57,3,84
2386,3,61,3,71
2387,3,77,3,57
2388,3,79,3,58
2389,3,75,3,62
2390,3,66,3,66
2391,3,82,3,61
2392,3,71,3,69
2393,3,74,3,59
2394,3,81,3,85
2395,3,63,3,83
2396,3,75,3,62
2397,3,83,3,60
2398,3,65,3,77
2399,3,59,3,68
2400,3,64,3,79
2401,3,73,3,73
2402,3,80,3,64
2403,3,81,3,85
2404,3,83,3,60
2405,3,73,3,73
2406,3,85,3,81
2407,3,84,3,78
2408,3,78,3,76
2409,3,57,3,84
2410,3,72,3,63
2411,3,84,3,78
2412,3,61,3,71
2413,3,66,3,66
2414,3,59,3,68
2415,3,83,3,60
2416,3,83,3,60
2417,3,77,3,57
2418,3,67,3,80
2419,3,67,3,80
2420,3,82,3,61
2421,3,80,3,64
2422,3,66,3,66
2423,3,80,3,64
2424,3,57,3,84
2425,3,74,3,59
2426,3,82,3,61
2427,3,57,3,84
2428,3,65,3,77
2429,3,82,3,61
2430,3,75,3,62
2431,3,57,3,84
2432,3,61,3,71
2433,3,83,3,60
2434,3,75,3,62
2435,3,60,3,82
2436,3,74,3,59
2437,3,84,3,78
2438,3,83,3,60
2439,3,75,3,62
2440,3,66,3,66
2441,3,57,3,84
2442,3,81,3,85
2443,3,72,3,63
2444,3,74,3,59
2445,3,84,3,78
2446,3,85,3,81
2447,3,84,3,78
2448,3,57,3,84
2449,3,60,3,82
2450,3,65,3,77
2451,3,67,3,80
2452,3,68,3,65
2453,3,75,3,62
2454,3,59,3,68
2455,3,72,3,63
2456,3,79,3,58
2457,3,61,3,71
2458,3,60,3,82
2459,3,74,3,59
2460,3,72,3,63
2461,3,73,3,73
2462,3,73,3,73
2463,3,70,3,70
2464,3,81,3,85
2465,3,83,3,60
2466,3,58,3,75
2467,3,59,3,68
2468,3,63,3,83
2469,3,75,3,62
2470,3,63,3,83
2471,3,81,3,85
2472,3,66,3,66
2473,3,66,3,66
2474,3,85,3,81
2475,3,71,3,69
2476,3,73,3,73
2477,3,62,3,72
2478,3,65,3,77
2479,3,84,3,78
2480,3,66,3,66
2481,3,80,3,64
2482,3,62,3,72
2483,3,75,3,62
2484,3,68,3,65
2485,3,64,3,79
2486,3,77,3,57
2487,3,61,3,71
2488,3,75,3,62
2489,3,62,3,72
2490,3,82,3,61
2491,3,66,3,66
2492,3,66,3,66
2493,3,80,3,64
2494,3,78,3,76
2495,3,62,3,72
2496,3,80,3,64
2497,3,61,3,71
2498,3,69,3,74
2499,3,82,3,61
2500,3,77,3,57
2501,3,59,3,68
2502,3,81,3,85
2503,3,58,3,75
2504,3,80,3,64
2505,3,66,3,66
2506,3,61,3,71
2507,3,84,3,78
2508,3,58,3,75
2509,3,79,3,58
2510,3,66,3,66
2511,3,58,3,75
2512,3,71,3,69
2513,3,73,3,73
2514,3,82,3,61
2515,3,82,3,61
2516,3,72,3,63
2517,3,83,3,60
2518,3,70,3,70
2519,3,81,3,85
2520,3,78,3,76
2521,3,75,3,62
2522,3,69,3,74
2523,3,64,3,79
2524,3,81,3,85
2525,3,57,3,84
2526,3,76,3,67
2527,3,67,3,80
2528,3,59,3,68
2529,3,61,3,71
2530,3,73,3,73
2531,3,67,3,80
2532,3,62,3,72
2533,3,66,3,66
2534,3,73,3,73
2535,3,73,3,73
2536,3,83,3,60
2537,3,68,3,65
2538,3,72,3,63
2539,3,63,3,83
2540,3,77,3,57
2541,3,84,3,78
2542,3,66,3,66
2543,3,80,3,64
2544,3,83,3,60
2545,3,79,3,58
2546,3,59,3,68
2547,3,83,3,60
2548,3,76,3,67
2549,3,75,3,62
2550,3,62,3,72
2551,3,59,3,68
2552,3,68,3,65
2553,3,64,3,79
2554,3,77,3,57
2555,3,81,3,85
2556,3,75,3,62
2557,3,68,3,65
2558,3,82,3,61
2559,3,82,3,61
2560,3,71,3,69
2561,3,66,3,66
2562,3,69,3,74
2563,3,85,3,81
2564,3,84,3,78
2565,3,68,3,65
2566,3,57,3,84
2567,3,78,3,76
2568,3,76,3,67
2569,3,64,3,79
2570,3,82,3,61
2571,3,61,3,71
2572,3,62,3,72
2573,3,64,3,79
2574,3,73,3,73
2575,3,57,3,84
2576,3,83,3,60
2577,3,77,3,57
2578,3,58,3,75
2579,3,73,3,73
2580,3,84,3,78
2581,3,83,3,60
2582,3,77,3,57
2583,3,66,3,66
2584,3,74,3,59
2585,3,77,3,57
2586,3,68,3,65
2587,3,78,3,76
2588,3,61,3,71
2589,3,82,3,61
2590,3,58,3,75
2591,3,62,3,72
2592,3,61,3,71
2593,3,71,3,69
2594,3,60,3,82
2595,3,70,3,70
2596,3,80,3,64
2597,3,81,3,85
2598,3,64,3,79
2599,3,67,3,80
2600,3,73,3,73
2601,3,65,3,77
2602,3,82,3,61
2603,3,85,3,81
2604,3,76,3,67
2605,3,66,3,66
2606,3,73,3,73
2607,3,80,3,64
2608,3,70,3,70
2609,3,77,3,57
2610,3,65,3,77
2611,3,59,3,68
2612,3,75,3,62
2613,3,74,3,59
2614,3,65,3,77
2615,3,83,3,60
2616,3,75,3,62
2617,3,65,3,77
2618,3,59,3,68
2619,3,66,3,66
2620,3,66,3,66
2621,3,62,3,72
2622,3,82,3,61
2623,3,69,3,74
2624,3,69,3,74
2625,3,67,3,80
